board,post_status,reason,insight_id,insight_status,matched_via,title,url,post_id
Feedback,In Review,New – Not yet discussed,399,New – Not yet discussed,insight_id_field,"The user needs the last engaged chat to be at the top, not the last newly created one.",https://noxtua.featurebase.app/p/the-user-needs-the-last-engaged-chat-to-be-at,6a6ccb0e95b6184de99a2b80
Feedback,In Review,New – Not yet discussed,398,New – Not yet discussed,insight_id_field,The user needs the login to be smooth an easy and ideally not happen too often.,https://noxtua.featurebase.app/p/the-user-needs-the-login-to-be-smooth-an-easy,6a6ccb0b9ddc772deec2da44
Feedback,In Review,New – Not yet discussed,397,New – Not yet discussed,insight_id_field,The user needs the tool to automatically select the right way of working (i.e. selecting the right templates or features) in order to avoid having to do it manually.,https://noxtua.featurebase.app/p/the-user-needs-the-tool-to-automatically-select-the-right,6a6ccb099ddc772deec2c4e7
Feedback,In Review,New – Not yet discussed,395,New – Not yet discussed,insight_id_field,"The user needs the editor to save all made changes, when they change to another chat to avoid data loss.",https://noxtua.featurebase.app/p/the-user-needs-the-editor-to-save-all-made-changes,6a6ccb054ee14d9752f3e355
Feedback,In Review,New – Not yet discussed,387,New – Not yet discussed,insight_id_field,The user wishes the export of the matrix to keep the well-structured overview.,https://noxtua.featurebase.app/p/the-user-wishes-the-export-of-the-matrix-to-keep,6a6ccb008a3d03519feb41c3
Feedback,In Review,New – Not yet discussed,384,New – Not yet discussed,insight_id_field,The user needs the chat overview to include when the chat happened.,https://noxtua.featurebase.app/p/the-user-needs-the-chat-overview-to-include-when-the,6a6ccafc4ee14d9752f35dc3
Feedback,In Review,New – Not yet discussed,383,New – Not yet discussed,insight_id_field,The user needs the snippets of the citations to give them all context needed.,https://noxtua.featurebase.app/p/the-user-needs-the-snippets-of-the-citations-to-give,6a6ccafa93655bd982af6587
Feedback,In Review,New – Not yet discussed,381,New – Not yet discussed,insight_id_field,The user needs the tool to use smaller headlines for better readability of the export.,https://noxtua.featurebase.app/p/the-user-needs-the-tool-to-use-smaller-headlines-for,6a6ccaf8d361a8379e242ee5
Feedback,In Review,New – Not yet discussed,380,New – Not yet discussed,insight_id_field,The user needs the sources to be linked (clickable) in the export and not only in the chat.,https://noxtua.featurebase.app/p/the-user-needs-the-sources-to-be-linked-clickable-in,6a6ccaf69ddc772deec18a87
Feedback,In Review,New – Not yet discussed,377,New – Not yet discussed,insight_id_field,The user needs to be able to mark a section in the chat and prompt referring to this section in order to work more efficiently.,https://noxtua.featurebase.app/p/the-user-needs-to-be-able-to-mark-a-section,6a6ccaf28a3d03519feb1825
Feedback,In Review,New – Not yet discussed,375,New – Not yet discussed,insight_id_field,The user expects the tool to not be biased by context that is given in a chat beforehand to stay objective.,https://noxtua.featurebase.app/p/the-user-expects-the-tool-to-not-be-biased-by,6a6ccaee95b6184de99938fa
Feedback,In Review,New – Not yet discussed,371,New – Not yet discussed,insight_id_field,The user needs a clearer structure of the sources overview in order to be able to work with it.,https://noxtua.featurebase.app/p/the-user-needs-a-clearer-structure-of-the-sources-overview,6a6ccae89ddc772deec0eab4
Feedback,In Review,New – Not yet discussed,370,New – Not yet discussed,insight_id_field,"The user wants the chat to be structured like legal case files, in order to fit their usual structures.",https://noxtua.featurebase.app/p/the-user-wants-the-chat-to-be-structured-like-legal,6a6ccae6d361a8379e237ae0
Feedback,In Review,New – Not yet discussed,368,New – Not yet discussed,insight_id_field,The user expects the chat to display the correct date at all times.,https://noxtua.featurebase.app/p/the-user-expects-the-chat-to-display-the-correct-date,6a6ccae49ddc772deec08539
Feedback,In Review,New – Not yet discussed,365,New – Not yet discussed,insight_id_field,The user would like to have some guidance on how much information they need to provide to set up a workflow (step).,https://noxtua.featurebase.app/p/the-user-would-like-to-have-some-guidance-on-how,6a6ccadf8a3d03519fea466f
Feedback,In Review,New – Not yet discussed,364,New – Not yet discussed,insight_id_field,The user would like to be able to set company specific elements for workflows that can be shared and reused.,https://noxtua.featurebase.app/p/the-user-would-like-to-be-able-to-set-company,6a6ccadef8e5d9da850fa4c0
Feedback,In Review,New – Not yet discussed,363,New – Not yet discussed,insight_id_field,The user would like to be supported in identifying who else needs to be involved in a specific case in a workflow to give them access to the case.,https://noxtua.featurebase.app/p/the-user-would-like-to-be-supported-in-identifying-who,6a6ccadb8a3d03519fea44fe
Feedback,In Review,New – Not yet discussed,362,New – Not yet discussed,insight_id_field,The user would like to be supported in prioritzing currently running workflows (and their results) to be able to know which one to focus on first.,https://noxtua.featurebase.app/p/the-user-would-like-to-be-supported-in-prioritzing-currently,6a6ccad994e73d44a210217a
Feedback,In Review,New – Not yet discussed,357,New – Not yet discussed,insight_id_field,The user needs the producers of the AI to commit to ethical training of the AI to avoid bias and offer the option to notify them if a bias is encountered.,https://noxtua.featurebase.app/p/the-user-needs-the-producers-of-the-ai-to-commit,6a6ccad384800d6b14eec8a6
Feedback,In Review,New – Not yet discussed,356,New – Not yet discussed,insight_id_field,"The user needs the tool to be approved by the ""Anwältekammer"" in order to be able to trust it with confidential information.",https://noxtua.featurebase.app/p/the-user-needs-the-tool-to-be-approved-by-the,6a6ccad195b6184de9984e40
Feedback,In Review,New – Not yet discussed,354,New – Not yet discussed,insight_id_field,The user needs the tool to support using gender neutral/ inclusive speech or at least give me the opportunity to enable it.,https://noxtua.featurebase.app/p/the-user-needs-the-tool-to-support-using-gender-neutral,6a6ccacf93655bd982ae3cac
Feedback,In Review,New – Not yet discussed,353,New – Not yet discussed,insight_id_field,"The user needs a quick overview of what the tool can and can not do, in order to start working with it and learning on the go.",https://noxtua.featurebase.app/p/the-user-needs-a-quick-overview-of-what-the-tool,6a6ccacd8a3d03519fea3fa3
Feedback,In Review,New – Not yet discussed,352,New – Not yet discussed,insight_id_field,"The user needs the tool to monitor sources (newsletters, databases etc.) and provide me with an overview of recent changes and what they imply regularly.",https://noxtua.featurebase.app/p/the-user-needs-the-tool-to-monitor-sources-newsletters-databases,6a6ccacb95b6184de9984afd
Feedback,In Review,New – Not yet discussed,351,New – Not yet discussed,insight_id_field,The user needs the AI to help me find uncertainties or potential errors by evaluating its own performance/ certainty.,https://noxtua.featurebase.app/p/the-user-needs-the-ai-to-help-me-find-uncertainties,6a6ccac984800d6b14eec41a
Feedback,In Review,New – Not yet discussed,348,New – Not yet discussed,insight_id_field,"The user needs a digital ""Schmierzettel"" in order to organize my thoughts and findings to put it together later.",https://noxtua.featurebase.app/p/the-user-needs-a-digital-schmierzettel-in-order-to-organize,6a6ccac6f8e5d9da850f9670
Feedback,In Review,New – Not yet discussed,339,New – Not yet discussed,insight_id_field,The user wants to be able to seleting whole folders for usage in a prompt in order to not have select all documents manually.,https://noxtua.featurebase.app/p/the-user-wants-to-be-able-to-seleting-whole-folders,6a6ccab5a53a5c328323acf9
Feedback,In Review,New – Not yet discussed,338,New – Not yet discussed,insight_id_field,The user needs the knowledge base and especially editing and uploading of documents to be retricted in order to make sure information is correct and not everybody can change documents or upload them publicly without review.,https://noxtua.featurebase.app/p/the-user-needs-the-knowledge-base-and-especially-editing-and,6a6ccab294e73d44a2100ac1
Feedback,In Review,New – Not yet discussed,336,New – Not yet discussed,insight_id_field,The user wants to be able to ask questions to documents within their knowledge base in order to identify the answer.,https://noxtua.featurebase.app/p/the-user-wants-to-be-able-to-ask-questions-to,6a6ccaaca53a5c328323a26a
Feedback,In Review,New – Not yet discussed,335,New – Not yet discussed,insight_id_field,The user wants to be able to add tags in the knowledge base to improve filtering and searchability.,https://noxtua.featurebase.app/p/the-user-wants-to-be-able-to-add-tags-in,6a6ccaaaf8e5d9da850f89c1
Feedback,In Review,New – Not yet discussed,302,New – Not yet discussed,insight_id_field,"The user wants to be able to provide access to workflows not only for individual workflows but also by workflow groups, that they can set up .",https://noxtua.featurebase.app/p/the-user-wants-to-be-able-to-provide-access-to,6a6cca6e94e73d44a20ea3e3
Feedback,In Review,New – Not yet discussed,299,New – Not yet discussed,insight_id_field,The user would like to be able to also run parts of workflows only.,https://noxtua.featurebase.app/p/the-user-would-like-to-be-able-to-also-run,6a6cca694ee14d9752f14c53
Feedback,In Review,New – Not yet discussed,298,New – Not yet discussed,insight_id_field,The user would like to be able to adjust an existing workflow based on their needs (e.g. changing parameters).,https://noxtua.featurebase.app/p/the-user-would-like-to-be-able-to-adjust-an,6a6cca6784800d6b14ed883e
Feedback,In Review,New – Not yet discussed,297,New – Not yet discussed,insight_id_field,The user would like to be actively involved if multiple options to proceed arise.,https://noxtua.featurebase.app/p/the-user-would-like-to-be-actively-involved-if-multiple,6a6cca65a53a5c3283228b01
Feedback,In Review,New – Not yet discussed,293,New – Not yet discussed,insight_id_field,The user would like to stay in control and decide whether they want suggestions for workflow improvements from the AI or not.,https://noxtua.featurebase.app/p/the-user-would-like-to-stay-in-control-and-decide,6a6cca63bf2898f0e610efd2
Feedback,In Review,New – Not yet discussed,292,New – Not yet discussed,insight_id_field,The user would like the AI to suggest next logical steps based on the already existing ones in a workflow.,https://noxtua.featurebase.app/p/the-user-would-like-the-ai-to-suggest-next-logical,6a6cca61f8e5d9da850eb200
Feedback,In Review,New – Not yet discussed,290,New – Not yet discussed,insight_id_field,The user would like to predefine in the workflow which specific parts of a template should be adjusted/ filled based on the input.,https://noxtua.featurebase.app/p/the-user-would-like-to-predefine-in-the-workflow-which,6a6cca5dd361a8379e219c55
Feedback,In Review,New – Not yet discussed,289,New – Not yet discussed,insight_id_field,The user would like to be able to create/ adjust a workflow using drag & drop to make it es effortless as possible.,https://noxtua.featurebase.app/p/the-user-would-like-to-be-able-to-create-adjust,6a6cca5bae4aea0e96da3346
Feedback,In Review,New – Not yet discussed,287,New – Not yet discussed,insight_id_field,"The user would like to be able to define triggers, which would lead to starting the workflow.",https://noxtua.featurebase.app/p/the-user-would-like-to-be-able-to-define-triggers,6a6cca5984800d6b14ed81d2
Feedback,In Review,New – Not yet discussed,285,New – Not yet discussed,insight_id_field,The user needs a dashboard or a whiteboard on which I can insert single prompts which all can be integrated into one workflow.,https://noxtua.featurebase.app/p/the-user-needs-a-dashboard-or-a-whiteboard-on-which,6a6cca57ae4aea0e96da2f91
Feedback,In Review,New – Not yet discussed,282,New – Not yet discussed,insight_id_field,The user would like to be able to improve an existing workflow in cooperation with noxtua by active prompting.,https://noxtua.featurebase.app/p/the-user-would-like-to-be-able-to-improve-an,6a6cca548a3d03519fe92bcb
Feedback,In Review,New – Not yet discussed,279,New – Not yet discussed,insight_id_field,The user wants to be able to add prompts to a tool case which they can reuse or adjust to their needs.,https://noxtua.featurebase.app/p/the-user-wants-to-be-able-to-add-prompts-to,6a6cca5084800d6b14ecf1d4
Feedback,In Review,New – Not yet discussed,272,New – Not yet discussed,insight_id_field,The user need the document drafting to be more detailed in order to be able to continue working with the generated document.,https://noxtua.featurebase.app/p/the-user-need-the-document-drafting-to-be-more-detailed,6a6cca4995b6184de996610b
Feedback,In Review,New – Not yet discussed,270,New – Not yet discussed,insight_id_field,The user wants to know which file is affected if one of the files can't be read.,https://noxtua.featurebase.app/p/the-user-wants-to-know-which-file-is-affected-if,6a6cca47d361a8379e20a2f3
Feedback,In Review,New – Not yet discussed,250,New – Not yet discussed,insight_id_field,The user needs the tool to support visual language (VL) capabilities so that floor plans can be used for rental agreement tasks.,https://noxtua.featurebase.app/p/the-user-needs-the-tool-to-support-visual-language-vl,6a6cca38ae4aea0e96d985ef
Feedback,In Review,New – Not yet discussed,249,New – Not yet discussed,insight_id_field,"The user needs to not be limited by context window size constraints when working with large documents or complex tasks. (Proposed solution: option to set context window to 250,000 tokens or higher.)",https://noxtua.featurebase.app/p/the-user-needs-to-not-be-limited-by-context-window,6a6cca36a53a5c32832152ca
Feedback,In Review,New – Not yet discussed,242,New – Not yet discussed,insight_id_field,The user needs references in pleadings or contracts to be more strongly and reliably linked.,https://noxtua.featurebase.app/p/the-user-needs-references-in-pleadings-or-contracts-to-be,6a6cca3195b6184de996430b
Feedback,In Review,New – Not yet discussed,226,New – Not yet discussed,insight_id_field,The user would like to be able to create slide and speaker bulletpoints for a specific topic to transfer that to powerpoint for speeches.,https://noxtua.featurebase.app/p/the-user-would-like-to-be-able-to-create-slide,6a6cca22f8e5d9da850d50e9
Feedback,In Review,New – Not yet discussed,225,New – Not yet discussed,insight_id_field,The user needs the system to indicate legal uncertainty if there are alternative viewpoints or if there are ongoing debates.,https://noxtua.featurebase.app/p/the-user-needs-the-system-to-indicate-legal-uncertainty-if,6a6cca2095b6184de995621e
Feedback,In Review,New – Not yet discussed,224,New – Not yet discussed,insight_id_field,The users need to be able to easily understand the research output.,https://noxtua.featurebase.app/p/the-users-need-to-be-able-to-easily-understand-the,6a6cca1ea53a5c3283200a7b
Feedback,In Review,New – Not yet discussed,220,New – Not yet discussed,insight_id_field,The user needs the system to be more resistant to upper and lower case writing.,https://noxtua.featurebase.app/p/the-user-needs-the-system-to-be-more-resistant-to,6a6cca1993655bd982ab28d0
Feedback,In Review,New – Not yet discussed,215,New – Not yet discussed,insight_id_field,"The users want to be able to select only parts of the answer to copy for further usage, e.g. excluding thinking or certain detailed explanations.",https://noxtua.featurebase.app/p/the-users-want-to-be-able-to-select-only-parts,6a6cca158a3d03519fe7a88e
Feedback,In Review,New – Not yet discussed,209,New – Not yet discussed,insight_id_field,"The user does not want to see citations that are not wrong, but granted in order to avoid having too many sources.",https://noxtua.featurebase.app/p/the-user-does-not-want-to-see-citations-that-are,6a6cca0b93655bd982ab0817
Feedback,In Review,New – Not yet discussed,196,New – Not yet discussed,insight_id_field,"The user needs the tool to provide accurate answers on the first attempt, without requiring multiple follow-up queries to reach the correct solution.",https://noxtua.featurebase.app/p/the-user-needs-the-tool-to-provide-accurate-answers-on,6a6cca04ae4aea0e96d8a10f
Feedback,In Review,New – Not yet discussed,194,New – Not yet discussed,insight_id_field,User need to get all relevant sources linked to their answer in order to get the full picture.,https://noxtua.featurebase.app/p/user-need-to-get-all-relevant-sources-linked-to-their,6a6cca02d361a8379e1f65c5
Feedback,In Review,New – Not yet discussed,191,New – Not yet discussed,insight_id_field,The user needs direct links to Beck-Online sources to be included in the output.,https://noxtua.featurebase.app/p/the-user-needs-direct-links-to-beck-online-sources-to,6a6cca0195b6184de995380d
Feedback,In Review,Implemented - a solution is released,176,Implemented - a solution is released,insight_id_field,"The users don't want the citation panel to pop-up automatically, particularly when Editor is open.",https://noxtua.featurebase.app/p/the-users-dont-want-the-citation-panel-to-pop-up,6a6cc9ff94e73d44a20c21f9
Feedback,In Review,New – Not yet discussed,175,New – Not yet discussed,insight_id_field,The users find the presence of change buttons before any edits were made confusing.,https://noxtua.featurebase.app/p/the-users-find-the-presence-of-change-buttons-before-any,6a6cc9fd8a3d03519fe78144
Feedback,In Review,New – Not yet discussed,174,New – Not yet discussed,insight_id_field,The user wants the tool to highlight significant changes to them in order to easier navigate especially big edits that the tool makes to documents.,https://noxtua.featurebase.app/p/the-user-wants-the-tool-to-highlight-significant-changes-to,6a6cc9fa95b6184de9952dc3
Feedback,In Review,New – Not yet discussed,172,New – Not yet discussed,insight_id_field,The user expects the tool to offer both structured (decision-tree-like) and flexible (more creative) editing of documents to accommodate both standard but also exceptional cases.,https://noxtua.featurebase.app/p/the-user-expects-the-tool-to-offer-both-structured-decision,6a6cc9f684800d6b14eb30ee
Feedback,In Review,New – Not yet discussed,168,New – Not yet discussed,insight_id_field,Users want to replace prompting by filling Dropdowns in order to avoid having to write prompts.,https://noxtua.featurebase.app/p/users-want-to-replace-prompting-by-filling-dropdowns-in-order,6a6cc9f0a53a5c32831fb307
Feedback,In Review,New – Not yet discussed,161,New – Not yet discussed,insight_id_field,The users expect the tool to stick to the language of an uploaded document and not to e.g. switch to German just because the prompt was German.,https://noxtua.featurebase.app/p/the-users-expect-the-tool-to-stick-to-the-language,6a6cc9e89ddc772deebc144a
Feedback,In Review,New – Not yet discussed,145,New – Not yet discussed,insight_id_field,"The users would like to see the content mapped to specific pages, i.e. page breaks and page numbering.",https://noxtua.featurebase.app/p/the-users-would-like-to-see-the-content-mapped-to,6a6cc9d4f8e5d9da850cf0e9
Feedback,In Review,New – Not yet discussed,139,New – Not yet discussed,insight_id_field,Users want to be able to mark up (color highlights) documents for clarity and emphasis.,https://noxtua.featurebase.app/p/users-want-to-be-able-to-mark-up-color-highlights,6a6cc9d0ae4aea0e96d86244
Feedback,In Review,New – Not yet discussed,135,New – Not yet discussed,insight_id_field,User want to be able to insert line breaks in prompts easily with one click.,https://noxtua.featurebase.app/p/user-want-to-be-able-to-insert-line-breaks-in,6a6cc9cebf2898f0e60e5988
Feedback,In Review,New – Not yet discussed,130,New – Not yet discussed,insight_id_field,The user needs Matrix Analysis to apply consistent logic between columns and across rows.,https://noxtua.featurebase.app/p/the-user-needs-matrix-analysis-to-apply-consistent-logic-between,6a6cc9cbbf2898f0e60e55ee
Feedback,In Review,New – Not yet discussed,129,New – Not yet discussed,insight_id_field,"The user needs Matrix Analysis results to be reliable and expects the tool to handle law updates clearly, without requiring manual review.",https://noxtua.featurebase.app/p/the-user-needs-matrix-analysis-results-to-be-reliable-and,6a6cc9c9bf2898f0e60e5456
Feedback,In Review,New – Not yet discussed,114,New – Not yet discussed,insight_id_field,The user needs to be able to compare different legislations easily.,https://noxtua.featurebase.app/p/the-user-needs-to-be-able-to-compare-different-legislations,6a6cc9c095b6184de9950814
Feedback,In Review,New – Not yet discussed,112,New – Not yet discussed,insight_id_field,The user doesn't want to see the interim results but only the final result.,https://noxtua.featurebase.app/p/the-user-doesnt-want-to-see-the-interim-results-but,6a6cc9bc93655bd982aab65c
Feedback,In Review,New – Not yet discussed,111,New – Not yet discussed,insight_id_field,The user expects the answer to be updated with the information from follow-up prompting instead of just appending it at the end.,https://noxtua.featurebase.app/p/the-user-expects-the-answer-to-be-updated-with-the,6a6cc9ba84800d6b14eaec9b
Feedback,In Review,New – Not yet discussed,96,New – Not yet discussed,insight_id_field,The user needs a general workflow to check the different types of documents.,https://noxtua.featurebase.app/p/the-user-needs-a-general-workflow-to-check-the-different,6a6cc99094e73d44a20bce58
Feedback,In Review,New – Not yet discussed,90,New – Not yet discussed,insight_id_field,The user wants to be supported in taking the right measures to a request.,https://noxtua.featurebase.app/p/the-user-wants-to-be-supported-in-taking-the-right,6a6cc98c93655bd982aa9c7f
Feedback,In Review,New – Not yet discussed,80,New – Not yet discussed,insight_id_field,The user would like to be able to integrate their thoughts with the official information from the provided sources.,https://noxtua.featurebase.app/p/the-user-would-like-to-be-able-to-integrate-their,6a6cc97bbf2898f0e60e3014
Feedback,In Review,New – Not yet discussed,60,New – Not yet discussed,insight_id_field,The user needs the tool to chose the sources based on the nature of the question. E.g. Formularhandbücher used as a substitute source: unsuitable for doctrinal questions.,https://noxtua.featurebase.app/p/the-user-needs-the-tool-to-chose-the-sources-based,6a6cc94b9ddc772deeba7871
Feedback,In Review,New – Not yet discussed,47,New – Not yet discussed,insight_id_field,The user needs also information for very specific topics to be available so that he can use the tool for their tasks.,https://noxtua.featurebase.app/p/the-user-needs-also-information-for-very-specific-topics-to,6a6cc93693655bd982a9a0b1
Feedback,In Progress,not In Review,,,,Issue with Excel export,https://noxtua.featurebase.app/p/issue-with-excel-export,6a561100713b89e0f6593431
Product,Completed,not In Review,,,,Reference the current Word document (Word add-in),https://noxtua.featurebase.app/p/reference-the-current-word-document-word-add-in,6a71e876971b17e2b4b9d718
Product,Planned,not In Review,,,,Improve Accesssibility,https://noxtua.featurebase.app/p/improve-accesssibility,6a6a1d6ceafe4332ffba3ba0
Product,In Progress,not In Review,,,,Tracking Consent Banner,https://noxtua.featurebase.app/p/tracking-consent-banner,6a6a1ae908bfd6593e5ae83b
Product,Completed,not In Review,,,,AI Act Art. 50 Compliance,https://noxtua.featurebase.app/p/ai-act-art-50-compliance,6a6a0db793371e5bd0441c9c
Product,Completed,not In Review,,,,Improvements to the Excel export (Chat & Matrix analysis),https://noxtua.featurebase.app/p/improvements-to-the-excel-export-chat-and-matrix-analysis,6a69ec40c45bb1a254f6bf7e
Product,Completed,not In Review,,,,Citations from the current Word document (Word add-in),https://noxtua.featurebase.app/p/citations-from-the-current-word-document-word-add-in,6a69df123668e7e25ce09417
Product,Planned,not In Review,106,New – Not yet discussed,insight_id_field,Implement UI language selector,https://noxtua.featurebase.app/p/implement-ui-language-selector,6a5e35cd240fff60331d4d81
Product,In Progress,not In Review,231,Planned for development,insight_id_field,Stop answer generation and enable prompt re-editing,https://noxtua.featurebase.app/p/stop-answer-generation-and-enable-prompt-re-editing,6a5e356c351b8b21543c2bc7
Product,In Review,no insight match,,,,Make Template User Input Optional,https://noxtua.featurebase.app/p/make-template-user-input-optional,6a5e1bafc9a5d459aeb03edc
Product,In Review,no insight match,,,,Template Organisation,https://noxtua.featurebase.app/p/template-organisation,6a5e1b4e9efb5cbda845b993
Product,In Review,New – Not yet discussed,128,New – Not yet discussed,featurebase_id,Upload times need to be reliably fast in Matrix,https://noxtua.featurebase.app/p/upload-times-need-to-be-reliably-fast-in-matrix,6a5a7b8c9cf794746ea846ce
Product,In Review,New – Not yet discussed,106,New – Not yet discussed,featurebase_id,Manual Language Selection,https://noxtua.featurebase.app/p/manual-language-selection,6a5a74c367c5c6a11aaea1ae
Product,In Review,no insight match,,,,Clear user-facing error handling,https://noxtua.featurebase.app/p/the-user-needs-guidance-in-case-of-occuring-errors-in,6a5a73d067c5c6a11aacceea
Product,In Review,New – Not yet discussed,205,New – Not yet discussed,featurebase_id,Persistent Files in Project Spaces,https://noxtua.featurebase.app/p/persistent-files-in-project-spaces,6a5a724a67c5c6a11aa95b77
Product,In Review,no insight match,,,,Voice Input for Prompting,https://noxtua.featurebase.app/p/voice-input-for-prompting,6a5a689ab26c313c254f6005
Product,Completed,not In Review,,,,Europe License (Beta),https://noxtua.featurebase.app/p/europe-license-beta,6a58a91ef4645e58a53ebb53
Product,Completed,not In Review,,,,Document citations,https://noxtua.featurebase.app/p/document-citations,6a58a8ea6601b932388a3a0d
Product,Completed,not In Review,,,,To-do list,https://noxtua.featurebase.app/p/to-do-list,6a58a8c5bf5f0e47e3d5589d
Product,Completed,not In Review,,,,Custom chat titles,https://noxtua.featurebase.app/p/custom-chat-titles,6a58a89b80ef1ccb50804bef
Product,Completed,not In Review,,,,The Editor,https://noxtua.featurebase.app/p/the-editor,6a58a87a7aed84556ee7dae8
Product,Completed,not In Review,,,,Template Library,https://noxtua.featurebase.app/p/template-library,6a58a8534137baa454ed3a3e
Product,Completed,not In Review,,,,Role management: Template manager role,https://noxtua.featurebase.app/p/role-management-template-manager-role,6a58a8169e1a0a9b294aff56
Product,Completed,not In Review,,,,Trust Center,https://noxtua.featurebase.app/p/trust-center,6a58a7ec9eff01821ac4bb3e
Product,Completed,not In Review,,,,Noxtua Academy,https://noxtua.featurebase.app/p/noxtua-academy,6a58a7b32ef2b48eea008847
Product,Completed,not In Review,,,,Enhanced Agentic AI,https://noxtua.featurebase.app/p/enhanced-agentic-ai,6a58a78815a8515a41ebab33
Product,Completed,not In Review,,,,Word Add-in (Beta),https://noxtua.featurebase.app/p/word-add-in-beta,6a58a6c4ab066bad9f9b915c
Product,Completed,not In Review,,,,Cleaner AI thought process,https://noxtua.featurebase.app/p/cleaner-ai-thought-process,6a58a68592bd4a633f52e1a2
Product,Completed,not In Review,,,,@ Mentions for documents,https://noxtua.featurebase.app/p/mentions-for-documents,6a58a650f9f6f1c7e4ded01e
Product,Completed,not In Review,,,,EU data (DE),https://noxtua.featurebase.app/p/eu-data-de,6a58a620280035f2b9e85648
Product,Completed,not In Review,,,,"Word Add-in: Citations, chat history, and more",https://noxtua.featurebase.app/p/word-add-in-citations-chat-history-and-more,6a58a5de92bd4a633f519d29
Product,Completed,not In Review,,,,Word Add-in: Add reference documents,https://noxtua.featurebase.app/p/word-add-in-add-reference-documents,6a58a5b2cb41f0e2c155996d
Product,Completed,not In Review,,,,Smart Templates,https://noxtua.featurebase.app/p/smart-templates,6a58a57e280035f2b9e7073d
Product,Completed,not In Review,,,,"The complete, current C.H. BECK knowledge from beck-online in Beck-Noxtua",https://noxtua.featurebase.app/p/the-complete-current-ch-beck-knowledge-from-beck-online-in,6a58a4dd868d46e929ebc249
Product,Completed,not In Review,,,,Workflows in Templates,https://noxtua.featurebase.app/p/smart-templates-got-smarter-now-step-by-step,6a58a4abb0f587f126146701
Product,In Progress,not In Review,,,,Knowledge Graph for DE,https://noxtua.featurebase.app/p/knowledge-graph-for-de,6a58a1defa9808e93bf4a9ec
Product,In Progress,not In Review,116,Identified - JIRA ticket exists,insight_id_field,Holistic Concept for Onboarding & Feature Adoption,https://noxtua.featurebase.app/p/improvements-to-onboarding-feature-adoption-and-chat-interactions,6a58a17167941633fe416561
Product,In Progress,not In Review,208,Identified - JIRA ticket exists,insight_id_field,Matrix Upgrade,https://noxtua.featurebase.app/p/matrix-upgrade,6a58a0ae2ef2b48eeaf36643
Product,Planned,not In Review,,,,Word Add-in Stabilisation,https://noxtua.featurebase.app/p/word-add-in-stabilisation,6a58a04efc26897bb8106971
Product,Planned,not In Review,,,,UI/UX Template Improvements (incl. private Templates),https://noxtua.featurebase.app/p/template-upgrade,6a589fd719151076e460475a
Product,In Progress,not In Review,,,,Improved Document Processing,https://noxtua.featurebase.app/p/improved-document-processing,6a548c5552b294a48e51603e
Product,Planned,not In Review,342,Planned for development,insight_id_field,DMS Integration concept: first integration,https://noxtua.featurebase.app/p/dms-integrations-first-integration,6a548beda41fa80e49bba420
Product,Completed,not In Review,236,Planned for development,insight_id_field,Cloud Storage,https://noxtua.featurebase.app/p/cloud-storage,6a4e65a4060dbd7bed7b5ee2
Product,Completed,not In Review,205,New – Not yet discussed,insight_id_field,Projects for LECS users,https://noxtua.featurebase.app/p/projects,6a4e64e62ca522f7d1337576
Product,Completed,not In Review,170,Implemented - a solution is released,insight_id_field,Voice Transcription,https://noxtua.featurebase.app/p/voice-transcription,6a4e64213210992d27b054eb
Product,Coming Soon,not In Review,162,Planned for development,insight_id_field,Outlook Add-In,https://noxtua.featurebase.app/p/outlook-add-in,6a42320646a7b5cd434b5f08
