"id","insight","type","sourceTypes","source","userGroup","squads","features","country","status","mentions","quotes","notes","created","lastModified","sentiment","publisher","jira","isNew","unclassified"
"119","The user needs to be able to see which chat was about which topic in order to easily navigate to the right chat.","Missing Feature","Direct Feedback","Continous_Direct_Feedback_corporate,2025_11_Beck_Feedback_Survey_2,Continous_Direct_Feedback_big_law_firm","Corporate Law Department; Mixed; Big Law Firm","Platform Squad","","All","Implemented - a solution is released","4","","","2025-10-16","2026-02-02","Negative","Beck Germany","","false","true"
"120","Date/time tracker for the product","Missing Feature","Direct Feedback;Interview Study","Continous_Direct_Feedback_corporate,Continous_Direct_Feedback_big_law_firm,2026_02_Personas_Corporate","Corporate Law Department; Big Law Firm; Corporate Law Department","AI Squad","","All","New - Not yet discussed","4","""It should know today is 19.2.26 and assume the question refers to today's legal situation"" (Corporate Personas) | No awareness of current time status ('Today is...')","","2025-10-17","2026-05-01","Negative","","","true","true"
"121","User wants to upload a whole folder with many documents in it - into the Matrix Analysis","Improvement","Direct Feedback","Continous_Direct_Feedback_big_law_firm","Big Law Firm","","Matrix-Analysis","All","New - Not yet discussed","2","","","2025-10-20","2026-04-08","Negative","","","true","true"
"122","User wants to chat with the Matrix","Improvement","Direct Feedback;Online Survey","Continous_Direct_Feedback_big_law_firm,Continous_Direct_Feedback_corporate,2026_Feedback_Survey_3","Big Law Firm; Corporate Law Department; Mixed","","Matrix-Analysis","All","Identified - JIRA ticket exists","5","","","2025-10-20","2026-04-20","Negative","","","false","true"
"124","Easy creation of new criteria or matrices in the Matrix Analysis","General Feedback","Direct Feedback","2025_10_Beck_Feedback_Survey","Mixed","","Matrix-Analysis","All","Well done - positive feedback outweighs negative","2","","before Agentic","2025-10-20","2026-02-02","Negative","Beck Germany","","false","true"
"125","Good overview and structured layout in Matrix Analysis","General Feedback","Direct Feedback","2025_10_Beck_Feedback_Survey,2025_11_Beck_Feedback_Survey_2","Mixed; Mixed","","Matrix-Analysis","All","Well done - positive feedback outweighs negative","4","","before Agentic","2025-10-20","2026-03-31","Positive","Beck Germany","","false","true"
"126","Speed and efficiency of matrix analysis: evaluation of large amounts of data simultaneously","General Feedback","Direct Feedback","2025_10_Beck_Feedback_Survey","Mixed","","Matrix-Analysis","All","Well done - positive feedback outweighs negative","5","You can easily put together evaluation criteria for contracts and then evaluate contracts en masse. The nice thing is that you can create self-explanatory criteria.","","2025-10-20","2026-02-02","Negative","Beck Germany","","false","true"
"127","The user expects an easy to understand interface for the Matrix. UX Design of Matrix Analysis- too sparse","Improvement","Direct Feedback","2025_10_Beck_Feedback_Survey,Continous_Direct_Feedback_corporate,2025_11_Beck_Feedback_Survey_2","Mixed; Corporate Law Department; Mixed","","Matrix-Analysis","All","Identified - JIRA ticket exists","6"," ""Die Eingabe der Aufgaben-Stellung ist nicht komfortabel. Das Fenster hierfür ist einfach zu klein gestaltet. Die Matrix-Funktion empfand ich als nicht ansprechend gestaltet.""

""Eindeutig nicht gelungen ist die geringe Übersichtlichkeit. Die Eingabefenster haben ""SMS-Größe"". Das Feature an sich ist gut durchdacht, muss aber optisch noch deutlich aufgebessert werden. Stichwort Benutzeroberfläche.""","before Agentic","2025-10-20","2026-04-13","Negative","Beck Germany","","false","true"
"128","Slow upload times in matrix analysis:  Sometimes no result is obtained","Improvement","Direct Feedback","2025_10_Beck_Feedback_Survey","Mixed","","Matrix-Analysis","All","New - Not yet discussed","2","","before Agentic","2025-10-20","2026-02-02","Negative","Beck Germany","","true","true"
"129","No reliability in matrix analysis; there is no clear handling of law updates- User has to work through everything thoroughly","Improvement","Direct Feedback","2025_10_Beck_Feedback_Survey","Mixed","","Matrix-Analysis","All","New - Not yet discussed","2","","before Agentic","2025-10-20","2026-02-02","Negative","Beck Germany","","true","true"
"130","Missing logic between columns and across rows","Improvement","Direct Feedback","2025_10_Beck_Feedback_Survey","Mixed","","Matrix-Analysis","All","New - Not yet discussed","1","","","2025-10-20","2026-02-02","Negative","Beck Germany","","true","true"
"132","User wants higher recognition rate of relevant information","General Feedback","Direct Feedback","2025_10_Beck_Feedback_Survey,2025_11_Beck_Feedback_Survey_2","Mixed; Mixed","","Matrix-Analysis","All","Identified - JIRA ticket exists","5","Recognition rate of relevant information and processing speed below the competition (especially Legora) and our internal system","preAgentic","2025-10-20","2026-04-13","Negative","Beck Germany","","false","true"
"133","The user wants to be able to set up a workflow that compares a document in the Canvas with an uploaded document and trigger changes so that both of them are matching.","Missing Feature","Direct Feedback;Interview Study","Continous_Direct_Feedback_corporate,2026_02_Personas_Corporate","Corporate Law Department; Corporate Law Department","Drafting Squad","Canvas","All","New - Not yet discussed","5","""Compare and produce Word/PDF markup directly in one file with the changes visible"" (Corporate Personas)","","2025-10-24","2026-05-01","Negative","","","true","false"
"134","The user doesn't want to have to differentiate beforehand between Canvas and Chat, but being able to open the canvas retrospectively for interactive editing, when they want to change sections and or do manual editing.","General Feedback","Direct Feedback","Continous_Direct_Feedback_big_law_firm","Big Law Firm","Drafting Squad","Canvas","All","New - Not yet discussed","1","","","2025-10-29","2026-02-02","Negative","","","true","false"
"135","User want to be able to insert line breaks in prompts easily with one click.","Improvement","Usability Testing","202510-Canvas-Interview_Testing","Mixed","Platform Squad","Prompting","All","New - Not yet discussed","2","","","2025-11-03","2026-02-02","Negative","","","true","false"
"136","Users want to be able to ask questions to specific sections & prompt changes based on specific sections.","Missing Feature","Usability Testing","202510-Canvas-Interview_Testing","Mixed","Drafting Squad","Canvas","All","Implemented - a solution is released","12","","","2025-11-04","2026-02-02","Negative","","","false","false"
"137","The feature of comparing changes needs to be more intuitive: Icon is not self-explanatory.","Improvement","Usability Testing","202510-Canvas-Interview_Testing","Mixed","Drafting Squad","Canvas","All","New - Not yet discussed","2","","","2025-11-04","2026-02-02","Negative","","","true","false"
"138","Users want the ability to turn on/off numbering in a document.","Idea","Usability Testing","202510-Canvas-Interview_Testing","Mixed","Drafting Squad","Canvas;Word-Add-In","All","New - Not yet discussed","1","","","2025-11-04","2026-02-02","Mixed","","","true","false"
"139","Users want to be able to mark up (color highlights) documents for clarity and emphasis.","Idea","Usability Testing","202510-Canvas-Interview_Testing","Mixed","Drafting Squad","Canvas;Word-Add-In","All","New - Not yet discussed","2","","","2025-11-04","2026-02-02","Mixed","","","true","false"
"140","Users expect the Canvas to open automatically when a draft is prompted.","Improvement","Direct Feedback;Usability Testing","202510-Canvas-Interview_Testing,Continous_Direct_Feedback_corporate,Continous_Direct_Feedback_big_law_firm","Mixed; Corporate Law Department; Big Law Firm","Drafting Squad;Platform Squad","Canvas","All","Implemented - a solution is released","8","Oh, so I have to open Canvas here first, or does it happen automatically? 
","","2025-11-04","2026-03-16","Negative","","","false","false"
"141","The users struggle and wish for help when interacting with the canvas.","Missing Feature","Direct Feedback;Usability Testing","202510-Canvas-Interview_Testing,2025_11_Beck_Feedback_Survey_2,2025_10_Beck_Feedback_Survey,Continous_Direct_Feedback_corporate","Mixed; Mixed; Mixed; Corporate Law Department","Platform Squad;Marketing","Onboarding;Academy","All","Well done - positive feedback outweighs negative","15","","","2025-11-04","2026-02-17","Negative","Beck Germany","","false","false"
"142","User highlight that, familiar document editing and review features (like e.g. tracked changes) are important for adoption of the Canvas.","General Feedback","Usability Testing","202510-Canvas-Interview_Testing","Mixed","Drafting Squad","Canvas","All","Well done - positive feedback outweighs negative","4","","","2025-11-04","2026-02-02","Negative","","","false","false"
"143","The users would like to be able to store prompts and share with other users for usage.","Missing Feature","Direct Feedback;Usability Testing","202510-Canvas-Interview_Testing,Continous_Direct_Feedback_big_law_firm,Continous_Direct_Feedback_Distribution","Mixed; Big Law Firm; Distribution Department","Platform Squad","Templates","All","Planned for development","8","","","2025-11-04","2026-03-09","Negative","","","false","false"
"144","The users expect the tool to seamlessly integrate into their current text editing tools (i.e. word).","Improvement","Direct Feedback;Interview Study;Usability Testing","202510-Canvas-Interview_Testing,Continous_Direct_Feedback_corporate,2025_11_Personas_M_B_Lawfirms","Mixed; Corporate Law Department; Big Law Firm","Drafting Squad","Word-Add-In","All","Implemented - a solution is released","25","","","2025-11-04","2026-02-17","Negative","","","false","false"
"145","The users would like to see the content mapped to specific pages, i.e. page breaks and page numbering.","Improvement","Usability Testing","202510-Canvas-Interview_Testing","Mixed","Drafting Squad","Canvas","All","New - Not yet discussed","2","","","2025-11-04","2026-02-02","Negative","","","true","false"
"146","The users appreciate that the export keeps the tracked changes just like in word.","General Feedback","Usability Testing","202510-Canvas-Interview_Testing","Mixed","Drafting Squad","Canvas;Document Download","All","Well done - positive feedback outweighs negative","7","","","2025-11-04","2026-02-02","Positive","","","false","false"
"147","The users would like the tool to prioritize accuracy over convenience, i.e. they rather prefer an ""I don't know"" or ""I'm not sure"" over a false response or incorrect sources.","General Feedback","Direct Feedback;Usability Testing","202510-Canvas-Interview_Testing,Continous_Direct_Feedback_corporate","Mixed; Corporate Law Department","AI Squad","Research;Chat","All","New - Not yet discussed","4","“Then we canceled Libra again, and that was the deciding factor for us... We saw that this [in terms of features] was less well developed or even further behind. But Noxtua is more faithful to the original text because of its connection to Beck-Online and the fact that quoting from it is becoming increasingly important.”
(Laywer for Civil and Coporate Law, Mid-size Law Firm, 51-60 years)
","Noxtua is actually also feed backing if it doesn’t know or if results are ambiguous --> once mentioned","2025-11-04","2026-02-02","Negative","","","true","false"
"148","The users would like to interact with the system more conversation like, getting questions and hints back from the system.","Improvement","Direct Feedback;Interview Study;Usability Testing","202510-Canvas-Interview_Testing,Continous_Direct_Feedback_corporate,2025_11_Personas_M_B_Lawfirms","Mixed; Corporate Law Department; Big Law Firm","AI Squad","Research;Chat","All","Identified - JIRA ticket exists","14","Als säße jemand neben einem und führe mal meine Arbeit","","2025-11-04","2026-03-16","Negative","","","false","false"
"149","User want a customizable layout in order to not need multiple displays when interacting with the tool.","Idea","Usability Testing","202510-Canvas-Interview_Testing","Mixed","Drafting Squad;Platform Squad","Canvas;Layout","All","Identified - JIRA ticket exists","7","","in case this reaches 15 people, we should recheck this.

Starting with optimizing in Editor Context","2025-11-04","2026-03-03","Mixed","","","false","false"
"150","The users wish to store their own standard snippets (clauses, as a “Baukasten”) that can be accessed through the system.","Missing Feature","Interview Study;Usability Testing","202510-Canvas-Interview_Testing,2025_12_KnowledgeBase_UCs_Interviews","Mixed; Mixed","Platform Squad;Drafting Squad","Canvas;Word-Add-In;Knowledge Base","All","Identified - JIRA ticket exists","10","","","2025-11-04","2026-02-02","Negative","","","false","false"
"151","The users would like to be able to use content templates, that can be accessed to draft documents.","Missing Feature","Direct Feedback;Interview Study;Usability Testing","202510-Canvas-Interview_Testing,2025_10_Beck_Feedback_Survey,2025_11_Beck_Feedback_Survey_2,Continous_Direct_Feedback_big_law_firm,Continous_Direct_Feedback_corporate,2025_12_KnowledgeBase_UCs_Interviews,2025_11_Personas_M_B_Lawfirms","Mixed; Mixed; Mixed; Big Law Firm; Corporate Law Department; Mixed; Big Law Firm","Platform Squad;Drafting Squad","Canvas;Document Storage;Knowledge Base","All","Identified - JIRA ticket exists","30","","","2025-11-04","2026-02-02","Negative","Beck Germany","","false","false"
"153","The user needs the tool to differentiate between document content and annotations and only add the content into their document.","Improvement","Usability Testing;User Interview","202510-Canvas-Interview_Testing,202510-Canvas-Interview","Mixed; Corporate Law Department","AI Squad","Canvas;Word-Add-In","All","Identified - JIRA ticket exists","7","""Weil manchmal kann ich auch das, was als prompt Ergebnis oder als Antwort rauskommt, nicht 1 zu 1 übertragen, weil noch 23 einführende Sätze und noch eine Überlegung dabei steht und dann die Klausel, die ich eigentlich will und das hilft mir natürlich nicht, das dann zu übertragen mit einem Klick, weil ich dann die ganze Überlegung dazu die nox Tour angestellt hat auch.""","in case it reaches 15 recheck.","2025-11-04","2026-02-02","Negative","","","false","false"
"154","Prompts are typically simple and resemble Google searches. complex, multi-step prompts are rarely used and often overwhelming for most users.","General Feedback","Interview Study;Usability Testing","202510-Canvas-Interview_Testing,2026_02_Personas_Corporate","Mixed; Corporate Law Department","AI Squad","Workflows;To-Do-List","All","New - Not yet discussed","4","""The better the AI, the worse my prompts can be - even better is when it makes good output from a bad prompt"" (Corporate Personas)","","2025-11-04","2026-05-01","Positive","","","true","false"
"155","The users want the tool to be able to handle tables and diagrams within their documents.","Improvement","Usability Testing","202510-Canvas-Interview_Testing","Mixed","Drafting Squad","Canvas;Word-Add-Inn","All","New - Not yet discussed","3","","","2025-11-04","2026-02-02","Negative","","","true","false"
"156","The Canvas interface is described as intuitive, with a layout and button design similar to familiar document processing tools.","General Feedback","Usability Testing","202510-Canvas-Interview_Testing","Mixed","Drafting Squad","Canvas","All","Well done - positive feedback outweighs negative","10","","","2025-11-04","2026-02-02","Positive","","","false","false"
"157","The user wants to be able to only get a high-level overview of the thinking process and only dig deeper on demand.","Improvement","Direct Feedback;Usability Testing","202510-Canvas-Interview_Testing,2025_11_Beck_Feedback_Survey_2,Continous_Direct_Feedback_corporate,Continous_Direct_Feedback_big_law_firm","Mixed; Mixed; Corporate Law Department; Big Law Firm","Platform Squad","Thinking Process","All","Implemented - a solution is released","15","""[To the question, what does not work well yet:] die vorangestellten Überlegungen der KI. Ich würde vorziehen, dass diese nur bei Bedarf ""ausgeklappt"" werden können.""","","2025-11-04","2026-03-05","Negative","Beck Germany","","false","false"
"158","The users would like to be able to revert changes that they or the tool made.","Improvement","Direct Feedback;Usability Testing","202510-Canvas-Interview_Testing,Continous_Direct_Feedback_corporate","Mixed; Corporate Law Department","Drafting Squad","Canvas","All","Well done - positive feedback outweighs negative","4","","","2025-11-04","2026-04-17","Negative","","","false","false"
"159","The user would like documents in noxtua to have a version history in order to be able to revert to specific state in time.","Missing Feature","Direct Feedback;Usability Testing","202510-Canvas-Interview_Testing,Continous_Direct_Feedback_corporate","Mixed; Corporate Law Department","Platform Squad;Drafting Squad","Canvas","All","New - Not yet discussed","4","","","2025-11-04","2026-02-02","Negative","","","true","false"
"160","The users want to have granular control over which changes they accept, by seeing which part is the currently accepted part.","Improvement","Usability Testing","202510-Canvas-Interview_Testing","Mixed","Drafting Squad","Canvas","All","New - Not yet discussed","3","","","2025-11-04","2026-02-02","Negative","","","true","false"
"161","The users expect the tool to stick to the language of an uploaded document and not to e.g. switch to German just because the prompt was German.","Improvement","Usability Testing","202510-Canvas-Interview_Testing","Mixed","AI Squad","Canvas","All","New - Not yet discussed","2","","","2025-11-04","2026-02-02","Negative","","","true","false"
"162","The users would like to be able to seamlessly use the tool with their email program.","Missing Feature","Direct Feedback;Interview Study;Usability Testing","202510-Canvas-Interview_Testing,Continous_Direct_Feedback_corporate,2026_01_Workflow_Expectations_Interview,2025_11_Personas_M_B_Lawfirms,2025_12_Word_Expectations_Usability,2026_02_Personas_Corporate","Mixed; Corporate Law Department; Mixed; Big Law Firm; Mixed; Corporate Law Department","Platform Squad;Drafting Squad","Workflows;Research;Outlook-Add-In","All","Identified - JIRA ticket exists","20","""A mini-assistant in the background that drafts emails - handles basic queries, flags complex ones"" (Corporate Personas)","","2025-11-04","2026-05-01","Negative","","","false","false"
"163","The users have trouble differentiating the upload function in the Canvas from the one in the chat.","General Feedback","Usability Testing","202510-Canvas-Interview_Testing","Mixed","Drafting Squad;Platform Squad","Canvas;Chat","All","Implemented - a solution is released","4","","","2025-11-04","2026-02-02","Negative","","","false","false"
"164","The users expect the tool to offer a collaborative environment in which they can comment and work at the same time  in order to exchange with colleagues.","Missing Feature","Direct Feedback;Interview Study;Usability Testing;User Interview","202510-Canvas-Interview_Testing,202510-Canvas-Interview,Continous_Direct_Feedback_corporate,Continous_Direct_Feedback_big_law_firm,2025_11_Personas_M_B_Lawfirms","Mixed; Corporate Law Department; Corporate Law Department; Big Law Firm; Big Law Firm","Drafting Squad;Platform Squad","Canvas;Word-Add-In;Research","All","Identified - JIRA ticket exists","13","","","2025-11-04","2026-04-13","Negative","","","false","false"
"165","The users expect the tool to ask questions back if the input provided is ambiguous.","Improvement","Direct Feedback;Interview Study;Usability Testing","202510-Canvas-Interview_Testing,Continous_Direct_Feedback_corporate,2025_11_Personas_M_B_Lawfirms","Mixed; Corporate Law Department; Big Law Firm","AI Squad","Canvas","All","Identified - JIRA ticket exists","7","","","2025-11-04","2026-03-03","Negative","","","false","false"
"166","The users wish for the possibility to customize the drafting style.","Improvement","Interview Study;Usability Testing","202510-Canvas-Interview_Testing,2025_11_Personas_M_B_Lawfirms","Mixed; Big Law Firm","Drafting Squad","Canvas","All","New - Not yet discussed","3","","","2025-11-04","2026-02-02","Negative","","","true","false"
"167","Users wanna be able to customize the layout particularly for having an Canvas only view.","Improvement","Usability Testing","202510-Canvas-Interview_Testing","Mixed","Platform Squad","Canvas","All","Identified - JIRA ticket exists","6","","","2025-11-04","2026-03-03","Negative","","","false","false"
"168","Users want to replace prompting by filling Dropdowns in order to avoid having to write prompts.","Idea","Usability Testing","202510-Canvas-Interview_Testing","Mixed","Platform Squad","Chat","All","New - Not yet discussed","1","","","2025-11-04","2026-02-02","Mixed","","","true","false"
"169","The user expects the tool to identify non-lawful clauses and clauses that could be to their disadvantage automatically after upload, without the user needed to prompt it.","Idea","Usability Testing","202510-Canvas-Interview_Testing","Mixed","AI Squad;Drafting Squad","Canvas;Workflows","All","New - Not yet discussed","3","","","2025-11-05","2026-02-02","Mixed","","","true","false"
"170","The users would like to be able to interact with the tool via voice input, in order to work more efficiently.","Missing Feature","Direct Feedback;Interview Study;Usability Testing","202510-Canvas-Interview_Testing,Continous_Direct_Feedback_big_law_firm,2025_11_Personas_M_B_Lawfirms,Continous_Direct_Feedback_GovernmentInstitutions,Publisher Feedback - Beck Germany","Mixed; Big Law Firm; Big Law Firm; Government Institutions; Publisher","Platform Squad","Voice Control","All","Planned for development","14","Clients often ask whether Noxtua could add a voice recognition feature to allow users to dictate prompts rather than type them. Would save them time.","","2025-11-05","2026-04-30","Negative","","CS-1028","false","false"
"171","The users expect the tool to do automatic consistency checks across the document.","Idea","Interview Study;Usability Testing","202510-Canvas-Interview_Testing,2026_02_Personas_Corporate","Mixed; Corporate Law Department","Drafting Squad","Canvas;Word-Add-In","All","New - Not yet discussed","3","""Real consistency checks across the whole document - §3 and §7 contradict each other, or §8 references §3"" (Corporate Personas)","","2025-11-05","2026-05-01","Mixed","","","true","false"
"172","The user expects the tool to offer both structured (decision-tree-like) and flexible (more creative) editing of documents to accommodate both standard but also exceptional cases.","Idea","Usability Testing","202510-Canvas-Interview_Testing","Mixed","Drafting Squad","Canvas;Word-Add-In","All","New - Not yet discussed","2","","","2025-11-05","2026-02-02","Mixed","","","true","false"
"173","The users would like to be able to intervene if they see the modal is thinking in a wrong direction in order to adjust the result to what they actually need.","Idea","Direct Feedback;Usability Testing","202510-Canvas-Interview_Testing,Continous_Direct_Feedback_big_law_firm,Continous_Direct_Feedback_GovernmentInstitutions","Mixed; Big Law Firm; Government Institutions","Platform Squad","Thinking Process;To-Do-List","All","New - Not yet discussed","4","","","2025-11-05","2026-02-24","Mixed","","","true","false"
"174","The user wants the tool to highlight significant changes to them in order to easier navigate especially big edits that the tool makes to documents.","Idea","Usability Testing","202510-Canvas-Interview_Testing","Mixed","Drafting Squad","Canvas;Word-Add-In","All","New - Not yet discussed","1","","","2025-11-05","2026-02-02","Mixed","","","true","false"
"175","The users find the presence of change buttons before any edits were made confusing.","Improvement","Usability Testing","202510-Canvas-Interview_Testing","Mixed","Drafting Squad","Canvas","All","New - Not yet discussed","2","","","2025-11-05","2026-02-02","Negative","","","true","false"
"176","The users don't want the citation panel to pop-up automatically, particularly when Canvas is open.","Improvement","Direct Feedback;Usability Testing","202510-Canvas-Interview_Testing,2025_11_Beck_Feedback_Survey_2","Mixed; Mixed","Platform Squad","Citations","All","New - Not yet discussed","3","","","2025-11-05","2026-02-02","Negative","Beck Germany","","true","false"
"187","The users expect an intuitive handling and interface.","General Feedback","Direct Feedback","Continous_Direct_Feedback_small_law_firm,2025_11_Beck_Feedback_Survey_2,2025_10_Beck_Feedback_Survey,Continous_Direct_Feedback_GovernmentInstitutions,Continous_Direct_Feedback_big_law_firm,Continous_Direct_Feedback_corporate","Small Law Firm; Mixed; Mixed; Government Institutions; Big Law Firm; Corporate Law Department","Platform Squad","all","All","Well done - positive feedback outweighs negative","36","","40 positive
4 negative","2025-11-07","2026-02-17","Positive","Beck Germany","","false","false"
"188","No hallucinations, displayed results actually exist","General Feedback","Direct Feedback","Continous_Direct_Feedback_small_law_firm","Small Law Firm","AI Squad","","All","Well done - positive feedback outweighs negative","1","","customer has not tested Noxtua enough tho","2025-11-07","2026-02-02","Positive","","","false","true"
"189","Very good results with contract drafts – especially in the IT sector (hardware maintenance contract including SLA, schedule of services – ""outstanding"").
Support in preparing presentations and structuring content is very helpful.
Visualization of answers is perceived positively.
Further inquiries lead to a significant increase in quality (""AI gets into the flow"").","General Feedback","Direct Feedback","Continous_Direct_Feedback_big_law_firm,Bayrische_Landesbank_042026","Big Law Firm","AI Squad","","All","Well done - positive feedback outweighs negative","5"," | Good result with white paper (first) drafts","","2025-11-07","2026-04-23","Positive","","","false","true"
"191","Source quality insufficient for legal writing. Links to Beck-Online with the source are missing in the documents.","Improvement","Direct Feedback","Continous_Direct_Feedback_big_law_firm","Big Law Firm","AI Squad","Chat","All","New - Not yet discussed","1","","","2025-11-07","2026-02-02","Negative","","","true","false"
"192","User needs to be able to name the export to be able to continue working efficiently.","Improvement","Direct Feedback","Continous_Direct_Feedback_corporate","Corporate Law Department","Platform Squad","Chat Export","All","New - Not yet discussed","1","","","2025-11-07","2026-02-02","Negative","","","true","false"
"193","User need the chat export to be able to work efficiently.","General Feedback","Direct Feedback","Continous_Direct_Feedback_big_law_firm","Big Law Firm","Platform Squad","Chat Export","All","Well done - positive feedback outweighs negative","1","","","2025-11-07","2026-02-02","Negative","","","false","false"
"194","User need to get all relevant sources linked to their answer in order to get the full picture.","Improvement","Direct Feedback","Continous_Direct_Feedback_big_law_firm,Continous_Direct_Feedback_corporate","Big Law Firm; Corporate Law Department","AI Squad","Citations","All","New - Not yet discussed","2","","","2025-11-07","2026-02-02","Negative","","","true","false"
"195","The user needs the answers to be accurate.","Improvement","Direct Feedback","Continous_Direct_Feedback_big_law_firm,Sparkasse_2026_04,Bayrische_Landesbank_042026","Big Law Firm","AI Squad","","All","New - Not yet discussed","3","","","2025-11-07","2026-04-23","Negative","","","true","true"
"196","Content accuracy is not always guaranteed. the correct solution is often only found after inquiries or specific instructions. The answers in the contract were rather unusable in relation to the question.","Improvement","Direct Feedback","Continous_Direct_Feedback_big_law_firm","Big Law Firm","AI Squad","","All","New - Not yet discussed","2","","","2025-11-07","2026-02-02","Negative","","","true","true"
"197","The users need the reponses to be available within reasonable time.","Improvement","Direct Feedback","Continous_Direct_Feedback_big_law_firm,2025_11_Beck_Feedback_Survey_2,Continous_Direct_Feedback_GovernmentInstitutions,Bayrische_Landesbank_042026","Big Law Firm; Mixed; Government Institutions","Platform Squad","all","All","Identified - JIRA ticket exists","6","","","2025-11-07","2026-04-23","Negative","Beck Germany","","false","false"
"200","User wants a guidance for Matrix function, examples for legal use cases","Idea","Direct Feedback","Continous_Direct_Feedback_big_law_firm","Big Law Firm","","","All","New - Not yet discussed","2","","","2025-11-07","2026-03-31","Mixed","","","true","true"
"203","The users want to be able to filter the sources used for their answer generation, in order to remove non relevant sources from consideration.","Missing Feature","Direct Feedback;Interview Study","Continous_Direct_Feedback_big_law_firm,Continous_Direct_Feedback_corporate,2025_11_Personas_M_B_Lawfirms,Continous_Direct_Feedback_GovernmentInstitutions","Big Law Firm; Corporate Law Department; Big Law Firm; Government Institutions","Platform Squad;AI Squad","All","All","Identified - JIRA ticket exists","5","","","2025-11-07","2026-03-09","Negative","","","false","false"
"204","The user wants to be able to customize they way of working of the system more to their needs.","Missing Feature","Direct Feedback;Usability Testing","202510-Canvas-Interview_Testing,Continous_Direct_Feedback_big_law_firm,Continous_Direct_Feedback_GovernmentInstitutions,Continous_Direct_Feedback_corporate","Mixed; Big Law Firm; Government Institutions; Corporate Law Department","AI Squad;Platform Squad","Workflows;To-Do-List","All","New - Not yet discussed","5","They would like to customize their ""own agents"".","","2025-11-07","2026-04-17","Negative","","","true","false"
"205","The users want to be able to store documents in project based structure, in order to be able to better work with them.","Missing Feature","Direct Feedback","Continous_Direct_Feedback_corporate,Continous_Direct_Feedback_GovernmentInstitutions","Corporate Law Department; Government Institutions","Platform Squad","Document Storage;Knowledge Base","All","New - Not yet discussed","2","","","2025-11-07","2026-03-04","Negative","","","true","false"
"208","The user wants to be able to upload more than 10 files in order to compare more files into one table or use them as input.","Improvement","Direct Feedback","2025_11_Beck_Feedback_Survey_2,Continous_Direct_Feedback_big_law_firm,Continous_Direct_Feedback_corporate","Mixed; Big Law Firm; Corporate Law Department","Platform Squad","Matrix Analysis","All","Identified - JIRA ticket exists","5","","","2025-11-12","2026-04-20","Negative","Beck Germany","","false","false"
"209","The user does not want to see citations that are not wrong, but granted in order to avoid having too many sources.","Improvement","Direct Feedback","Continous_Direct_Feedback_corporate","Corporate Law Department","AI Squad;Platform Squad","Research","All","New - Not yet discussed","1","","","2025-11-14","2026-02-02","Negative","","","true","false"
"210","The user needs the tool to weigh sources accordingly to avoid contradicting or wrong information.","Improvement","Direct Feedback;Interview Study","2025_11_Beck_Feedback_Survey_2,2025_10_Beck_Feedback_Survey,Continous_Direct_Feedback_corporate,Continous_Direct_Feedback_small_law_firm,2025_11_Personas_M_B_Lawfirms,Continous_Direct_Feedback_big_law_firm,Continous_Direct_Feedback_GovernmentInstitutions,Continous_Direct_Feedback_Prosecution_Judges","Mixed; Mixed; Corporate Law Department; Small Law Firm; Big Law Firm; Big Law Firm; Government Institutions; Prosecution/ Judges","AI Squad","all","All","Identified - JIRA ticket exists","25","","","2025-11-14","2026-04-17","Negative","Beck Germany","","false","false"
"211","The users expect the tool to seamlessly integrate into their current database tools (ie. Excel).","Missing Feature","Direct Feedback;Interview Study;Usability Testing","202510-Canvas-Interview_Testing,2025_10_Beck_Feedback_Survey,Continous_Direct_Feedback_corporate,2025_11_Personas_M_B_Lawfirms","Mixed; Mixed; Corporate Law Department; Big Law Firm","Platform Squad","Excel-Plug-In","All","Identified - JIRA ticket exists","6","","ro be rediscussed when higher prio topics are done.","2025-11-17","2026-04-13","Negative","Beck Germany","","false","false"
"212","The users would like to be able to use format templates, that can be accessed to draft documents in order to match individual, company or law firm style.","Missing Feature","Direct Feedback;Interview Study;Usability Testing","202510-Canvas-Interview_Testing,Continous_Direct_Feedback_big_law_firm,2025_12_KnowledgeBase_UCs_Interviews","Mixed; Big Law Firm; Mixed","Drafting Squad","Canvas;Word-Add-In","All","Identified - JIRA ticket exists","16","","","2025-11-17","2026-04-08","Negative","","","false","false"
"213","The user needs to be able to look into the fulltext of the provided answer, in order to make sure that the context also fits the legal case.","General Feedback","Direct Feedback","2025_11_Beck_Feedback_Survey_2,2025_10_Beck_Feedback_Survey,Continous_Direct_Feedback_big_law_firm,Continous_Direct_Feedback_GovernmentInstitutions","Mixed; Mixed; Big Law Firm; Government Institutions","Platform Squad","Citations","All","Well done - positive feedback outweighs negative","40","","","2025-11-17","2026-03-02","Negative","Beck Germany","","false","false"
"214","The user needs the system to stick with one language within a chat (unless prompted otherwise), in order to reduce mental load and needing to translate.","Improvement","Direct Feedback;Hackathon","2025_11_Beck_Feedback_Survey_2,Continous_Direct_Feedback_corporate,2025_11_Zalando_Hackathon,Continous_Direct_Feedback_small_law_firm,Continous_Direct_Feedback_big_law_firm","Mixed; Corporate Law Department; Corporate Law Department; Small Law Firm; Big Law Firm","AI Squad","all","All","Identified - JIRA ticket exists","8","","","2025-11-17","2026-04-17","Negative","Beck Germany","","false","false"
