legacy_id,insight_type,status,country,sentiment,insight,mentions,source,jira_tickets,notes,is_new,unclassified,created_at,modified_at
323,Missing Feature,Identified - JIRA ticket exists,All,Negative,The user needs to be able to get an overview of existing documents within the knowledge base.,5,2025_12_KnowledgeBase_UCs_Interviews,"","",t,f,2026-01-28,2026-02-02
334,General Feedback,Identified - JIRA ticket exists,All,Negative,The user wants to be able to retrace from which document a information orginiated from.,5,2025_12_KnowledgeBase_UCs_Interviews,"","",f,f,2026-01-28,2026-04-20
306,Improvement,Identified - JIRA ticket exists,All,Negative,"The user needs to be able to use his own documents (e.g. files, folders) within workflows.",5,"2026_01_Workflow_Expectations_Interview,2025_12_KnowledgeBase_UCs_Interviews","","",f,f,2026-01-28,2026-04-20
294,General Feedback,Identified - JIRA ticket exists,All,Negative,The user would like to only provide the input for the workflow and then to have it run autonomously.,4,2026_01_Workflow_Expectations_Interview,"","",t,f,2026-01-28,2026-02-10
147,General Feedback,New - Not yet discussed,All,Negative,"The users would like the tool to prioritize accuracy over convenience, i.e. they rather prefer an ""I don't know"" or ""I'm not sure"" over a false response or incorrect sources.",4,"202510-Canvas-Interview_Testing,Continous_Direct_Feedback_corporate","",Noxtua is actually also feed backing if it doesn’t know or if results are ambiguous --> once mentioned,t,f,2025-11-04,2026-02-02
125,General Feedback,Well done - positive feedback outweighs negative,All,Positive,Good overview and structured layout in Matrix Analysis,4,"2025_10_Beck_Feedback_Survey,2025_11_Beck_Feedback_Survey_2","",before Agentic,f,t,2025-10-20,2026-03-31
236,Missing Feature,New - Not yet discussed,All,Negative,"The user needs to be able to access chats over time and from different devices and browsers, so that the history is always accessible.",4,"Continous_Direct_Feedback_big_law_firm,Continous_Direct_Feedback_GovernmentInstitutions","","",t,f,2025-11-30,2026-03-02
308,General Feedback,Identified - JIRA ticket exists,All,Negative,"The user would like the workflows to be able to use the drafting tools (i.e. canvas, word-add-in) for text creation.",4,2026_01_Workflow_Expectations_Interview,"","",t,f,2026-01-28,2026-02-10
259,Missing Feature,New - Not yet discussed,All,Negative,"The user expects each change suggestion to come with a reasoning, why it should be changed in this way, in order to make an informed decision on the change.",4,2025_12_Word_Expectations_Usability,"","",t,f,2025-12-17,2026-02-02
119,Missing Feature,Implemented - a solution is released,All,Negative,The user needs to be able to see which chat was about which topic in order to easily navigate to the right chat.,4,"Continous_Direct_Feedback_corporate,2025_11_Beck_Feedback_Survey_2,Continous_Direct_Feedback_big_law_firm","","",f,t,2025-10-16,2026-02-02
247,Missing Feature,Identified - JIRA ticket exists,All,Negative,"The user needs to be able to export the entire chat, including all sub-questions.",4,"Continous_Direct_Feedback_small_law_firm,Continous_Direct_Feedback_big_law_firm,2026_02_Personas_Corporate","","",f,t,2025-12-10,2026-05-01
163,General Feedback,Implemented - a solution is released,All,Negative,The users have trouble differentiating the upload function in the Canvas from the one in the chat.,4,202510-Canvas-Interview_Testing,"","",f,f,2025-11-04,2026-02-02
307,General Feedback,Identified - JIRA ticket exists,All,Negative,The user would like to be able to use matrices in workflows.,4,2026_01_Workflow_Expectations_Interview,"","",t,f,2026-01-28,2026-02-10
312,General Feedback,Identified - JIRA ticket exists,All,Negative,The user wants to be able to store and use Email documents within a knowledge base.,4,2025_12_KnowledgeBase_UCs_Interviews,"","",t,f,2026-01-28,2026-02-02
313,General Feedback,Identified - JIRA ticket exists,All,Negative,The user wants to be able to store and use Powerpoint documents within a knowledge base.,4,2025_12_KnowledgeBase_UCs_Interviews,"","",t,f,2026-01-28,2026-02-02
71,Improvement,New - Not yet discussed,All,Negative,The user needs the tool to make own deductions beyond the provision and integration of feedback.,4,"Continous_Direct_Feedback_corporate,2025_11_Personas_M_B_Lawfirms","","",t,f,2025-10-13,2026-02-02
277,General Feedback,Identified - JIRA ticket exists,All,Negative,The user needs a possibility to connect the individual steps of a workflow  with each other or with decision points.,4,2026_01_Workflow_Expectations_Interview,"","",t,f,2026-01-28,2026-02-10
142,General Feedback,Well done - positive feedback outweighs negative,All,Negative,"User highlight that, familiar document editing and review features (like e.g. tracked changes) are important for adoption of the Canvas.",4,202510-Canvas-Interview_Testing,"","",f,f,2025-11-04,2026-02-02
58,Improvement,New - Not yet discussed,All,Negative,The user needs the tool to be transparent if it does not have any sources available.,4,"Continous_Direct_Feedback_small_law_firm,2025_11_Beck_Feedback_Survey_2","","",t,f,2025-10-10,2026-02-02
341,Missing Feature,Identified - JIRA ticket exists,All,Negative,The users would like to be supported in structuring the files within the knowledge base.,4,2025_12_KnowledgeBase_UCs_Interviews,"","",t,f,2026-01-28,2026-02-02
189,General Feedback,Well done - positive feedback outweighs negative,All,Positive,"Simple legal questions are answered very reliably 
Very good results with contract drafts – especially in the IT sector (hardware maintenance contract including SLA, schedule of services – ""outstanding"").
Support in preparing presentations and structuring content is very helpful.
Visualization of answers is perceived positively.
Further inquiries lead to a significant increase in quality (""AI gets into the flow"").",4,"Continous_Direct_Feedback_big_law_firm,Bayrische_Landesbank_042026","","",f,t,2025-11-07,2026-04-23
159,Missing Feature,New - Not yet discussed,All,Negative,The user would like documents in noxtua to have a version history in order to be able to revert to specific state in time.,4,"202510-Canvas-Interview_Testing,Continous_Direct_Feedback_corporate","","",t,f,2025-11-04,2026-02-02
347,General Feedback,New - Not yet discussed,All,Negative,The user needs the tool to provide them with practical usage examples and explains it step-by-step to me so that I can learn how to best use the tool.,4,2025_11_Personas_M_B_Lawfirms,"","",t,f,2026-01-28,2026-02-02
216,General Feedback,Well done - positive feedback outweighs negative,All,Negative,The user wants to be able to use Powerpoint as an Input Document in order to be able to use all their usually used documents as input.,4,"Continous_Direct_Feedback_corporate,2025_11_Personas_M_B_Lawfirms","","",f,f,2025-11-18,2026-02-02
173,Idea,New - Not yet discussed,All,Mixed,The users would like to be able to intervene if they see the modal is thinking in a wrong direction in order to adjust the result to what they actually need.,4,"202510-Canvas-Interview_Testing,Continous_Direct_Feedback_big_law_firm,Continous_Direct_Feedback_GovernmentInstitutions","","",t,f,2025-11-05,2026-02-24
50,Improvement,New - Not yet discussed,All,Negative,The user needs to know which data is available in the system so that they can be sure that the right sources can be used.,4,"Continous_Direct_Feedback_small_law_firm,2025_11_Beck_Feedback_Survey_2,Continous_Direct_Feedback_corporate","","",t,f,2025-10-09,2026-02-17
154,General Feedback,New - Not yet discussed,All,Positive,"Prompts are typically simple and resemble Google searches. complex, multi-step prompts are rarely used and often overwhelming for most users.",4,"202510-Canvas-Interview_Testing,2026_02_Personas_Corporate","","",t,f,2025-11-04,2026-05-01
54,General Feedback,Well done - positive feedback outweighs negative,All,Negative,The user needs to be enabled to quickly gain an overview of a legal topic in order to work efficiently on that topic.,4,"Continous_Direct_Feedback_big_law_firm,2025_11_Zalando_Hackathon,Continous_Direct_Feedback_GovernmentInstitutions,2026_03_Personas_Judiciary","","",f,t,2025-10-09,2026-05-01
158,Improvement,Well done - positive feedback outweighs negative,All,Negative,The users would like to be able to revert changes that they or the tool made.,4,"202510-Canvas-Interview_Testing,Continous_Direct_Feedback_corporate","","",f,f,2025-11-04,2026-04-17
269,General Feedback,New - Not yet discussed,All,Negative,The user needs to be able disable tracking changes so that they can quickly iterate from scratch until they have a solid state from which they then want to track the essentiell changes being made.,4,2025_12_Word_Expectations_Usability,"","",t,f,2025-12-17,2026-02-02
66,General Feedback,New - Not yet discussed,All,Negative,Added value compared to GPT not always evident,3,"Continous_Direct_Feedback_corporate,Bayrische_Landesbank_042026","","",t,t,2025-10-13,2026-04-23
245,General Feedback,Well done - positive feedback outweighs negative,All,Positive,"The functions of the matrix are self-explanatory, and the displays are well-structured.",3,"Continous_Direct_Feedback_corporate,2025_11_Beck_Feedback_Survey_2","","",f,t,2025-11-30,2026-03-31
166,Improvement,New - Not yet discussed,All,Negative,The users wish for the possibility to customize the drafting style.,3,"202510-Canvas-Interview_Testing,2025_11_Personas_M_B_Lawfirms","","",t,f,2025-11-04,2026-02-02
251,Missing Feature,New - Not yet discussed,All,Negative,The users want to be able to have the reasoning directly at the changed clause in order to have full transparency for themselves and others.,3,2025_12_Word_Expectations_Usability,"","",t,f,2025-12-15,2026-02-02
257,General Feedback,New - Not yet discussed,All,Positive,The users expect the word-add-in to be intuitive and offer guidance so that they don't have to watch tutorials to be able to use it.,3,2025_12_Word_Expectations_Usability,"","",t,f,2025-12-17,2026-02-02
94,Improvement,New - Not yet discussed,All,Negative,"The user needs to be able to stick with their custom formatting and fonts, in order not having to reformat their document.",3,"202510-Canvas-Interview,2025_11_Personas_M_B_Lawfirms","","",t,f,2025-10-15,2026-02-02
92,General Feedback,New - Not yet discussed,All,Negative,The user needs to be supported in comparing two different versions of a document.,3,"202510-Canvas-Interview,2026_02_Personas_Corporate","","",t,t,2025-10-15,2026-05-01
262,Idea,New - Not yet discussed,All,Mixed,The user needs to be able to preview changes before they are applied in the document in order to feel in control and be able to individually review them.,3,2025_12_Word_Expectations_Usability,"","",t,f,2025-12-17,2026-02-02
263,Missing Feature,New - Not yet discussed,All,Negative,The users wish to be able to have transparency of why changes have been made even after inserting them into the document in order to allow themselves or another party to have full transparency into reasoning.,3,2025_12_Word_Expectations_Usability,"","",t,f,2025-12-17,2026-02-02
265,Missing Feature,New - Not yet discussed,All,Negative,The user needs the tool to be able to offer automatic insertion or preview of changes for manual approval in order to be able to work efficiently in all cases.,3,2025_12_Word_Expectations_Usability,"","",t,f,2025-12-17,2026-02-02
266,Missing Feature,New - Not yet discussed,All,Negative,The user needs to be able to lock parts of a document so that they are not edited by the AI anymore.,3,"2025_12_Word_Expectations_Usability,Continous_Direct_Feedback_corporate","","",t,f,2025-12-17,2026-02-02
169,Idea,New - Not yet discussed,All,Mixed,"The user expects the tool to identify non-lawful clauses and clauses that could be to their disadvantage automatically after upload, without the user needed to prompt it.",3,202510-Canvas-Interview_Testing,"","",t,f,2025-11-05,2026-02-02
332,Missing Feature,Identified - JIRA ticket exists,All,Negative,The user needs to be able to search through documents within the knowledge base.,3,2025_12_KnowledgeBase_UCs_Interviews,"","",t,f,2026-01-28,2026-02-02
333,General Feedback,Identified - JIRA ticket exists,All,Negative,The user needs to be able to manually add and edit meta information of a file stored in the knowledge base.,3,2025_12_KnowledgeBase_UCs_Interviews,"","",t,f,2026-01-28,2026-02-02
219,Improvement,New - Not yet discussed,All,Negative,The user needs more onboarding for the matrix analysis in order to work with it.,3,"Continous_Direct_Feedback_corporate,Continous_Direct_Feedback_big_law_firm","","",t,f,2025-11-18,2026-03-31
275,Missing Feature,New - Not yet discussed,All,Negative,"User would like to have an admin view where they can see metrics of usage behaviour in their company in order to target trainings and licenses accordingly,",3,Continous_Direct_Feedback_big_law_firm,"","",t,t,2026-01-19,2026-02-25
171,Idea,New - Not yet discussed,All,Mixed,The users expect the tool to do automatic consistency checks across the document.,3,"202510-Canvas-Interview_Testing,2026_02_Personas_Corporate","","",t,f,2025-11-05,2026-05-01
421,Improvement,New - Not yet discussed,Switzerland,Mixed,Chats should be persisted server-side rather than in the browser.,3,"Publisher Feedback - Swiss,2026_02_Personas_Corporate",CS-1068,"",t,f,2026-04-30,2026-05-01
311,General Feedback,Identified - JIRA ticket exists,All,Negative,The user wants to be able to store and use Excel documents within a knowledge base.,3,2025_12_KnowledgeBase_UCs_Interviews,"","",t,f,2026-01-28,2026-02-02
316,General Feedback,Identified - JIRA ticket exists,All,Negative,The user wants to be able to store and use pleadings in a knowledge base.,3,2025_12_KnowledgeBase_UCs_Interviews,"","",t,f,2026-01-28,2026-02-02
318,General Feedback,Identified - JIRA ticket exists,All,Negative,The user wants to be able to store and use internal guidelines in a knowledge base.,3,2025_12_KnowledgeBase_UCs_Interviews,"","",t,f,2026-01-28,2026-02-02
69,To be removed,New - Not yet discussed,All,Negative,The user needs the direct citations and no indirect ones of a secondary source.,3,"Continous_Direct_Feedback_corporate,Continous_Direct_Feedback_big_law_firm","","",t,f,2025-10-13,2026-02-02
344,Missing Feature,New - Not yet discussed,All,Negative,"The user needs the tool to support me in documenting my approach and the usage of AI, in order to make sure that I don't run into liability issues.",3,"2025_11_Personas_M_B_Lawfirms,2026_02_Personas_Corporate","","",t,t,2026-01-28,2026-05-01
176,Improvement,New - Not yet discussed,All,Negative,"The users don't want the citation panel to pop-up automatically, particularly when Canvas is open.",3,"202510-Canvas-Interview_Testing,2025_11_Beck_Feedback_Survey_2","","",t,f,2025-11-05,2026-02-02
160,Improvement,New - Not yet discussed,All,Negative,"The users want to have granular control over which changes they accept, by seeing which part is the currently accepted part.",3,202510-Canvas-Interview_Testing,"","",t,f,2025-11-04,2026-02-02
43,Missing Feature,New - Not yet discussed,All,Negative,The non-native speaker needs help in translating the results of a search.,3,Continous_Direct_Feedback_corporate,"","",t,t,2025-10-08,2026-02-02
62,Improvement,Identified - JIRA ticket exists,All,Negative,The user needs a complete list of the sources additionally to synthesized results.,3,"Continous_Direct_Feedback_small_law_firm,2026_01_Workflow_Expectations_Interview","","",t,f,2025-10-10,2026-02-02
367,Missing Feature,New - Not yet discussed,All,Negative,The user expects the matrix analysis to show the citations from respective documents or sources.,3,"Continous_Direct_Feedback_corporate,Continous_Direct_Feedback_big_law_firm","","",t,t,2026-02-11,2026-04-08
278,Missing Feature,Identified - JIRA ticket exists,All,Negative,The user wants a tool case that already involves example e.g. prompts / steps which they can reuse or adjust to their needs.,3,2026_01_Workflow_Expectations_Interview,"","",t,f,2026-01-28,2026-02-02
372,Improvement,New - Not yet discussed,All,Negative,The user needs the chat export to have sources inserted in order to use it for documentation and sharing purposes.,3,"Continous_Direct_Feedback_big_law_firm,2026_02_Personas_Corporate","","",t,f,2026-02-23,2026-05-01
295,General Feedback,Identified - JIRA ticket exists,All,Negative,"The user needs to be able to retrace the results of  every step of the workflow, in order to double check results.",3,2026_01_Workflow_Expectations_Interview,"","",t,f,2026-01-28,2026-02-02
55,General Feedback,Well done - positive feedback outweighs negative,All,Negative,The user needs to be able to use the tool to draft text snippets so that they can save time.,3,"Continous_Direct_Feedback_big_law_firm,Continous_Direct_Feedback_small_law_firm,Continous_Direct_Feedback_GovernmentInstitutions","","",f,t,2025-10-09,2026-03-02
155,Improvement,New - Not yet discussed,All,Negative,The users want the tool to be able to handle tables and diagrams within their documents.,3,202510-Canvas-Interview_Testing,"","",t,f,2025-11-04,2026-02-02
303,General Feedback,Identified - JIRA ticket exists,All,Negative,"The user wants other users to only be able to use the workflow not edit it, so that their workflow is not ruined.",3,2026_01_Workflow_Expectations_Interview,"","",t,f,2026-01-28,2026-02-10
195,Improvement,New - Not yet discussed,All,Negative,The user needs the answers to be accurate.,3,"Continous_Direct_Feedback_big_law_firm,Sparkasse_2026_04,Bayrische_Landesbank_042026","","",t,t,2025-11-07,2026-04-23
120,Missing Feature,New - Not yet discussed,All,Negative,Date/time tracker for the product,3,"Continous_Direct_Feedback_corporate,Continous_Direct_Feedback_big_law_firm,2026_02_Personas_Corporate","","",t,t,2025-10-17,2026-05-01
239,Missing Feature,New - Not yet discussed,All,Negative,The users want the tool to integrate into existing systems for file storage.,3,Continous_Direct_Feedback_big_law_firm,"","",t,t,2025-11-30,2026-02-02
340,Missing Feature,Identified - JIRA ticket exists,All,Negative,The users would like to have an Integration/ API for automation to feed in data from DMS via vector-based data base into the knowledge base.,3,"2025_12_KnowledgeBase_UCs_Interviews,2026_02_Personas_Corporate","","",t,f,2026-01-28,2026-05-01
118,Improvement,New - Not yet discussed,All,Negative,The user would like to be informed by AI immediately about the most recent versions of regulations and not upon another prompt/request.,3,Continous_Direct_Feedback_corporate,"","",t,f,2025-10-16,2026-02-02
324,Missing Feature,Identified - JIRA ticket exists,All,Negative,The user needs documents within the knowledge base to have meta data available to them.,3,2025_12_KnowledgeBase_UCs_Interviews,"","",t,f,2026-01-28,2026-02-02
326,General Feedback,Identified - JIRA ticket exists,All,Negative,The user needs to be able to share files in the knowledge base with individual users.,3,2025_12_KnowledgeBase_UCs_Interviews,"","",t,f,2026-01-28,2026-02-02
328,General Feedback,Identified - JIRA ticket exists,All,Negative,The user needs to be able to share files in the knowledge base with all users.,3,2025_12_KnowledgeBase_UCs_Interviews,"","",t,f,2026-01-28,2026-02-02
329,Missing Feature,Identified - JIRA ticket exists,All,Negative,The user needs also people without license to be able to input documents into a knowledge base as input material.,3,"2025_12_KnowledgeBase_UCs_Interviews,2025_11_Personas_M_B_Lawfirms","","",t,f,2026-01-28,2026-02-02
129,Improvement,New - Not yet discussed,All,Negative,No reliability in matrix analysis; there is no clear handling of law updates- User has to work through everything thoroughly,2,2025_10_Beck_Feedback_Survey,"",before Agentic,t,t,2025-10-20,2026-02-02
285,General Feedback,Identified - JIRA ticket exists,All,Negative,The user needs a dashboard or a whiteboard on which I can insert single prompts which all can be integrated into one workflow.,2,2026_01_Workflow_Expectations_Interview,"","",t,f,2026-01-28,2026-02-02
317,General Feedback,Identified - JIRA ticket exists,All,Negative,The user wants to be able to store and use rulings/ judgements in a knowledge base.,2,2025_12_KnowledgeBase_UCs_Interviews,"","",t,f,2026-01-28,2026-02-02
57,General Feedback,Well done - positive feedback outweighs negative,All,Negative,The application runs mostly quickly and smoothly. Saves a lot of work.,2,"Continous_Direct_Feedback_corporate,Continous_Direct_Feedback_small_law_firm","","",f,t,2025-10-10,2026-02-02
70,Missing Feature,New - Not yet discussed,All,Negative,The user needs to be able to give feedback regarding the quality of the task fulfillment.,2,Continous_Direct_Feedback_corporate,"","",t,f,2025-10-13,2026-02-02
325,General Feedback,Identified - JIRA ticket exists,All,Negative,The user needs to create folders within the knowledge base in order to be able to structure their documents.,2,2025_12_KnowledgeBase_UCs_Interviews,"","",t,f,2026-01-28,2026-02-02
279,General Feedback,Identified - JIRA ticket exists,All,Negative,The user wants to be able to add prompts to  a tool case which they can reuse or adjust to their needs.,2,2026_01_Workflow_Expectations_Interview,"","",t,f,2026-01-28,2026-02-10
200,Idea,New - Not yet discussed,All,Mixed,"User wants a guidance for Matrix function, examples for legal use cases",2,Continous_Direct_Feedback_big_law_firm,"","",t,t,2025-11-07,2026-03-31
282,Idea,Identified - JIRA ticket exists,All,Mixed,The user would like to be able to improve  an existing workflow  in cooperation with noxtua by  active prompting.,2,2026_01_Workflow_Expectations_Interview,"","",t,f,2026-01-28,2026-02-02
283,Idea,Identified - JIRA ticket exists,All,Mixed,The user would like to be able to improve  an existing workflow  in cooperation with noxtua by e.g. getting recommendations.,2,2026_01_Workflow_Expectations_Interview,"","",t,f,2026-01-28,2026-02-02
284,General Feedback,Identified - JIRA ticket exists,All,Negative,The user needs to be able to create decision points for their workflows.,2,2026_01_Workflow_Expectations_Interview,"","",t,f,2026-01-28,2026-02-02
287,General Feedback,Identified - JIRA ticket exists,All,Negative,"The user would like to be able to define triggers, which would lead to starting the workflow.",2,2026_01_Workflow_Expectations_Interview,"","",t,f,2026-01-28,2026-02-10
42,Idea,New - Not yet discussed,All,Mixed,The user needs a choice between different versions of the LLM.,2,"Continous_Direct_Feedback_corporate,2025_11_Personas_M_B_Lawfirms","","",t,t,2025-10-08,2026-02-02
289,General Feedback,Identified - JIRA ticket exists,All,Negative,The user would like to be able to create/ adjust a workflow using drag & drop to make it es effortless as possible.,2,2026_01_Workflow_Expectations_Interview,"","",t,f,2026-01-28,2026-02-10
80,Improvement,New - Not yet discussed,All,Negative,The user would like to be able to integrate their thoughts with the official information from the provided sources.,2,Continous_Direct_Feedback_big_law_firm,"","",t,t,2025-10-14,2026-02-02
291,Missing Feature,Identified - JIRA ticket exists,All,Negative,The user would like to get suggestions for new workflows based on his usage of the AI.,2,"2026_01_Workflow_Expectations_Interview,2025_11_Personas_M_B_Lawfirms","","",t,f,2026-01-28,2026-02-02
273,General Feedback,Well done - positive feedback outweighs negative,All,Negative,The user would like to be supported in drafting answers to a request in understandable language.,2,Continous_Direct_Feedback_GovernmentInstitutions,"","",f,t,2026-01-19,2026-02-02
45,General Feedback,New - Not yet discussed,All,Negative,The user needs the tool to take over at least parts of his task reliably so that he has the biggest benefit of using the tool.,2,2025_10_Beck_Feedback_Survey,"","",t,f,2025-10-08,2026-02-02
114,Idea,New - Not yet discussed,All,Mixed,The user needs to be able to compare different legislations easily.,2,"2025_10_Beck_Feedback_Survey,2026_02_Personas_Corporate","","",t,t,2025-10-15,2026-05-01
327,Missing Feature,Identified - JIRA ticket exists,All,Negative,The user needs to be able to share files in the knowledge base with ceratin  teams.,2,2025_12_KnowledgeBase_UCs_Interviews,"","",t,f,2026-01-28,2026-02-02
296,General Feedback,Identified - JIRA ticket exists,All,Negative,The user needs to be able to check used sources in a workflow easily (i.e. one click).,2,2026_01_Workflow_Expectations_Interview,"","",t,f,2026-01-28,2026-02-02
194,Improvement,New - Not yet discussed,All,Negative,User need to get all relevant sources linked to their answer in order to get the full picture.,2,"Continous_Direct_Feedback_big_law_firm,Continous_Direct_Feedback_corporate","","",t,f,2025-11-07,2026-02-02
298,General Feedback,Identified - JIRA ticket exists,All,Negative,The user would like to be able to adjust an existing workflow based on their needs (e.g. changing parameters).,2,2026_01_Workflow_Expectations_Interview,"","",t,f,2026-01-28,2026-02-10
128,Improvement,New - Not yet discussed,All,Negative,Slow upload times in matrix analysis:  Sometimes no result is obtained,2,2025_10_Beck_Feedback_Survey,"",before Agentic,t,t,2025-10-20,2026-02-02
338,General Feedback,Identified - JIRA ticket exists,All,Negative,The user needs the knowledge base and especially editing and uploading of documents to be retricted in order to make sure information is correct and not everybody can change documents or upload them publicly without review.,2,2025_12_KnowledgeBase_UCs_Interviews,"","",t,f,2026-01-28,2026-02-02
139,Idea,New - Not yet discussed,All,Mixed,Users want to be able to mark up (color highlights) documents for clarity and emphasis.,2,202510-Canvas-Interview_Testing,"","",t,f,2025-11-04,2026-02-02
137,Improvement,New - Not yet discussed,All,Negative,The feature of comparing changes needs to be more intuitive: Icon is not self-explanatory.,2,202510-Canvas-Interview_Testing,"","",t,f,2025-11-04,2026-02-02
135,Improvement,New - Not yet discussed,All,Negative,User want to be able to insert line breaks in prompts easily with one click.,2,202510-Canvas-Interview_Testing,"","",t,f,2025-11-03,2026-02-02
305,Missing Feature,Identified - JIRA ticket exists,All,Negative,The user needs to be able to export the final result that a workflow produced for documentation/ sharing  purposes.,2,2026_01_Workflow_Expectations_Interview,"","",t,f,2026-01-28,2026-02-10
215,Improvement,New - Not yet discussed,All,Negative,The user wants to be able to copy only parts of the answer.,2,"2025_11_Beck_Feedback_Survey_2,Continous_Direct_Feedback_Distribution","","",t,f,2025-11-17,2026-02-02
402,Improvement,New - Not yet discussed,All,Negative,"Users cannot clearly tell whether the system is still processing or has already finished, due to missing or unclear progress indicators.",2,Bayrische_Landesbank_042026,"",Test note from dashboard,t,f,2026-04-23,2026-04-23
88,General Feedback,New - Not yet discussed,All,Negative,The user wants to be able to see and decide on proposed changes in order to stay in control.,2,202510-Canvas-Interview,"","",t,t,2025-10-15,2026-02-02
376,Improvement,New - Not yet discussed,All,Negative,"The user needs the exact marginal numbers to be cited, so that the citations can be used directly in e.g. documents.",2,Continous_Direct_Feedback_big_law_firm,"","",t,f,2026-03-02,2026-03-23
246,Improvement,New - Not yet discussed,All,Negative,The user needs the tool to be able to process also scanned documents.,2,"Continous_Direct_Feedback_big_law_firm,Continous_Direct_Feedback_small_law_firm","","",t,f,2025-12-01,2026-02-02
380,Improvement,New - Not yet discussed,All,Negative,The user needs the sources to be linked (clickable) in the export and not only in the chat.,2,Continous_Publisher_Manz_Noxtua,"","",t,f,2026-03-16,2026-03-16
381,Improvement,New - Not yet discussed,All,Negative,The user needs the tool to use smaller headlines for better readability of the export.,2,Continous_Publisher_Manz_Noxtua,"","",t,f,2026-03-16,2026-03-16
378,Improvement,Identified - JIRA ticket exists,All,Negative,The user needs to be able to organize their (prompt) templates e.g. into folders to improve organization and finding specific templates more easily.,2,"2026_01_Workflow_Expectations_Interview,Continous_Direct_Feedback_Distribution","","",t,f,2026-03-04,2026-03-04
205,Missing Feature,New - Not yet discussed,All,Negative,"The users want to be able to store documents in project based structure, in order to be able to better work with them.",2,"Continous_Direct_Feedback_corporate,Continous_Direct_Feedback_GovernmentInstitutions","","",t,f,2025-11-07,2026-03-04
379,,Identified - JIRA ticket exists,All,Negative,"The user needs to be able to differentiate fine granularly what other users can do to templates/ workflows (i.e. creating, using, modifying, and deleting them), in order to have control over quality and access.",2,"2026_01_Workflow_Expectations_Interview,Continous_Direct_Feedback_Distribution","","",t,t,2026-03-04,2026-03-04
121,Improvement,New - Not yet discussed,All,Negative,User wants to upload a whole folder with many documents in it - into the Matrix Analysis,2,Continous_Direct_Feedback_big_law_firm,"","",t,t,2025-10-20,2026-04-08
53,Improvement,New - Not yet discussed,All,Negative,"The user needs the answers to be adapted to their level of expertise, that they can work best with the answers.",2,"Continous_Direct_Feedback_small_law_firm,2025_11_Zalando_Hackathon","","",t,t,2025-10-09,2026-02-02
115,General Feedback,New - Not yet discussed,All,Negative,The user needs to be able to continue the chat even after longer times of inactivity.,2,2025_10_Beck_Feedback_Survey,"","",t,t,2025-10-15,2026-02-02
87,Idea,New - Not yet discussed,All,Mixed,The user needs help in optimizing the content of a document regarding their needs.,2,"202510-Canvas-Interview,2025_11_Personas_M_B_Lawfirms","","",t,f,2025-10-15,2026-02-02
387,Improvement,New - Not yet discussed,All,Negative,The user wishes the export of the matrix to keep the well-structured overview.,2,Continous_Direct_Feedback_big_law_firm,"","",t,f,2026-03-31,2026-03-31
64,Improvement,New - Not yet discussed,All,Negative,The user wants a consistent citation format with Pin Cites.,2,"Continous_Direct_Feedback_small_law_firm,2026_02_Personas_Corporate","","",t,t,2025-10-10,2026-05-01
172,Idea,New - Not yet discussed,All,Mixed,The user expects the tool to offer both structured (decision-tree-like) and flexible (more creative) editing of documents to accommodate both standard but also exceptional cases.,2,202510-Canvas-Interview_Testing,"","",t,f,2025-11-05,2026-02-02
432,Missing Feature,New - Not yet discussed,Germany,,"AI agents/self-service surfaces per business unit so non-legal users can self-serve, with legal curating the knowledge base and human-in-the-loop escalation when needed",2,2026_02_Personas_Corporate,"","",t,f,2026-05-01,2026-05-01
175,Improvement,New - Not yet discussed,All,Negative,The users find the presence of change buttons before any edits were made confusing.,2,202510-Canvas-Interview_Testing,"","",t,f,2025-11-05,2026-02-02
196,Improvement,New - Not yet discussed,All,Negative,Content accuracy is not always guaranteed. the correct solution is often only found after inquiries or specific instructions. The answers in the contract were rather unusable in relation to the question.,2,Continous_Direct_Feedback_big_law_firm,"","",t,t,2025-11-07,2026-02-02
351,General Feedback,New - Not yet discussed,All,Negative,The user needs the AI to help me find uncertainties or potential errors by evaluating its own performance/ certainty.,2,2025_11_Personas_M_B_Lawfirms,"","",t,t,2026-01-28,2026-02-02
352,General Feedback,New - Not yet discussed,All,Negative,"The user needs the tool to monitor sources (newsletters, databases etc.) and provide me with an overview of recent changes and what they imply regularly.",2,2025_11_Personas_M_B_Lawfirms,"","",t,f,2026-01-28,2026-02-02
145,Improvement,New - Not yet discussed,All,Negative,"The users would like to see the content mapped to specific pages, i.e. page breaks and page numbering.",2,202510-Canvas-Interview_Testing,"","",t,f,2025-11-04,2026-02-02
124,General Feedback,Well done - positive feedback outweighs negative,All,Negative,Easy creation of new criteria or matrices in the Matrix Analysis,2,2025_10_Beck_Feedback_Survey,"",before Agentic,f,t,2025-10-20,2026-02-02
161,Improvement,New - Not yet discussed,All,Negative,The users expect the tool to stick to the language of an uploaded document and not to e.g. switch to German just because the prompt was German.,2,202510-Canvas-Interview_Testing,"","",t,f,2025-11-04,2026-02-02
431,Missing Feature,New - Not yet discussed,Germany,,"AI should detect deadlines/urgency from incoming items (e.g. BeA messages, emails) and proactively create calendar entries, tasks and reminders",2,2026_02_Personas_Corporate,"","",t,f,2026-05-01,2026-05-01
