source_response_id,version_key,segment,submitted_at,csat_overall,nps_score,ueq_ease_of_use,ueq_transparency,ueq_answer_quality,ueq_system_trust,ux_ease_of_learning,ux_discoverability,ux_design,ux_intuitiveness,csat_workflow_integration
115,v2_CSM,CSM,2026-01-02 00:58:26+00,7.0,,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,
116,v2_CSM,CSM,2026-01-02 01:01:56+00,8.0,,8.0,9.0,8.0,7.0,10.0,10.0,9.0,9.0,
117,v2_CSM,CSM,2026-01-02 04:40:48+00,,,,,,,9.0,9.0,8.0,8.0,
118,v2_CSM,CSM,2026-01-04 04:23:03+00,4.0,,,,,,,,,,
119,v2_CSM,CSM,2026-01-05 00:05:18+00,,,,,,,9.0,8.0,7.0,9.0,
120,v2_CSM,CSM,2026-01-05 02:00:29+00,,,,,,,7.0,7.0,8.0,8.0,
121,v2_CSM,CSM,2026-01-05 09:14:56+00,9.0,,9.0,9.0,8.0,8.0,10.0,10.0,8.0,8.0,
122,v2_CSM,CSM,2026-01-07 02:11:08+00,6.0,,7.0,6.0,8.0,6.0,8.0,8.0,8.0,7.0,
123,v2_CSM,CSM,2026-01-12 02:38:26+00,,,,,,,10.0,10.0,10.0,10.0,
124,v2_CSM,CSM,2026-01-12 05:57:30+00,9.0,,9.0,6.0,8.0,10.0,10.0,9.0,8.0,9.0,
125,v2_CSM,CSM,2026-01-12 12:30:49+00,8.0,,7.0,10.0,8.0,8.0,9.0,8.0,7.0,9.0,
126,v2_CSM,CSM,2026-01-13 04:24:41+00,9.0,,9.0,8.0,9.0,9.0,10.0,10.0,10.0,10.0,
127,v2_CSM,CSM,2026-01-13 05:59:47+00,9.0,,9.0,3.0,7.0,8.0,9.0,6.0,7.0,9.0,
128,v2_CSM,CSM,2026-01-13 07:53:21+00,9.0,,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,
129,v2_CSM,CSM,2026-01-13 10:07:20+00,10.0,,10.0,9.0,8.0,,8.0,8.0,8.0,9.0,
130,v2_CSM,CSM,2026-01-14 05:20:02+00,10.0,,9.0,9.0,8.0,7.0,9.0,6.0,9.0,9.0,
131,v2_CSM,CSM,2026-01-15 01:23:04+00,,,,,,,10.0,7.0,8.0,10.0,
132,v2_CSM,CSM,2026-01-15 07:29:55+00,,,,,,,8.0,7.0,6.0,7.0,
133,v2_CSM,CSM,2026-01-15 07:32:25+00,,,,,,,10.0,10.0,8.0,9.0,
134,v2_CSM,CSM,2026-01-16 05:31:45+00,9.0,,9.0,10.0,7.0,8.0,9.0,9.0,8.0,9.0,
135,v2_CSM,CSM,2026-01-16 08:11:33+00,8.0,,7.0,3.0,5.0,7.0,7.0,7.0,6.0,8.0,
136,v2_CSM,CSM,2026-01-19 11:50:23+00,6.0,,,6.0,,,7.0,7.0,6.0,6.0,
137,v2_CSM,CSM,2026-01-20 05:33:19+00,,,,,,,9.0,9.0,9.0,9.0,
138,v2_CSM,CSM,2026-01-21 08:43:34+00,,,,,,,10.0,7.0,8.0,8.0,
139,v2_CSM,CSM,2026-01-22 06:58:20+00,9.0,,8.0,7.0,7.0,6.0,8.0,8.0,7.0,7.0,
140,v2_CSM,CSM,2026-02-04 06:05:41+00,,,,,,,8.0,9.0,7.0,8.0,
141,v2_CSM,CSM,2026-02-10 05:34:22+00,,,,,,,9.0,8.0,5.0,9.0,
142,v2_CSM,CSM,2026-02-12 23:27:53+00,6.0,,7.0,9.0,6.0,,10.0,9.0,7.0,7.0,
143,v2_CSM,CSM,2026-02-24 06:09:56+00,,,,,,,8.0,7.0,4.0,6.0,
10,v3_CSM,CSM,2026-03-03 11:11:15+00,6.0,,,,,,,,,,5.0
14,v3_CSM,CSM,2026-03-03 16:59:03+00,7.0,,,,,,,,,,7.0
15,v3_CSM,CSM,2026-03-03 17:01:15+00,9.0,,,,,,,,,,9.0
16,v3_CSM,CSM,2026-03-04 07:45:55+00,6.0,,,,,,,,,,7.0
18,v3_CSM,CSM,2026-03-04 16:39:48+00,7.0,,,,,,,,,,
19,v3_CSM,CSM,2026-03-09 18:06:05+00,2.0,,,,,,,,,,2.0
20,v3_CSM,CSM,2026-03-12 10:24:02+00,8.0,,,,,,,,,,7.0
21,v3_CSM,CSM,2026-03-12 12:26:15+00,7.0,,,,,,,,,,3.0
22,v3_CSM,CSM,2026-03-12 13:12:20+00,10.0,,,,,,,,,,10.0
23,v3_CSM,CSM,2026-03-12 15:49:21+00,10.0,,,,,,,,,,10.0
25,v3_CSM,CSM,2026-03-12 16:20:27+00,9.0,,,,,,,,,,9.0
26,v3_CSM,CSM,2026-03-13 08:01:44+00,4.0,,,,,,,,,,4.0
27,v3_CSM,CSM,2026-03-16 08:39:22+00,6.0,,,,,,,,,,6.0
28,v3_CSM,CSM,2026-03-16 10:06:31+00,6.0,,,,,,,,,,
29,v3_CSM,CSM,2026-03-17 08:06:16+00,7.0,,,,,,,,,,4.0
30,v3_CSM,CSM,2026-03-17 11:01:14+00,7.0,,,,,,,,,,7.0
31,v3_CSM,CSM,2026-03-17 11:07:11+00,10.0,,,,,,,,,,9.0
32,v3_CSM,CSM,2026-03-18 10:31:16+00,6.0,,,,,,,,,,5.0
33,v3_CSM,CSM,2026-03-18 15:33:54+00,6.0,,,,,,,,,,7.0
34,v3_CSM,CSM,2026-03-19 08:46:37+00,7.0,,,,,,,,,,8.0
39,v3_CSM,CSM,2026-03-23 10:59:31+00,6.0,,,,,,,,,,5.0
40,v3_CSM,CSM,2026-03-23 11:22:04+00,8.0,,,,,,,,,,8.0
42,v3_CSM,CSM,2026-03-23 12:04:14+00,10.0,,,,,,,,,,9.0
44,v3_CSM,CSM,2026-03-23 13:07:19+00,8.0,,,,,,,,,,7.0
43,v3_CSM,CSM,2026-03-23 13:07:37+00,8.0,,,,,,,,,,4.0
45,v3_CSM,CSM,2026-03-23 17:47:29+00,8.0,,,,,,,,,,8.0
46,v3_CSM,CSM,2026-03-24 07:29:01+00,9.0,,,,,,,,,,9.0
49,v3_CSM,CSM,2026-03-26 13:36:46+00,8.0,,,,,,,,,,8.0
50,v3_CSM,CSM,2026-03-26 14:07:58+00,10.0,,,,,,,,,,9.0
51,v3_CSM,CSM,2026-03-26 14:15:15+00,7.0,,,,,,,,,,7.0
55,v3_CSM,CSM,2026-04-07 13:53:17+00,4.0,,,,,,,,,,4.0
56,v3_CSM,CSM,2026-04-07 15:35:55+00,8.0,,,,,,,,,,8.0
57,v3_CSM,CSM,2026-04-07 15:48:54+00,2.0,,,,,,,,,,2.0
59,v3_CSM,CSM,2026-04-16 15:50:10+00,,,,,,,,,,,
61,v3_CSM,CSM,2026-04-20 13:42:40+00,7.0,,,,,,,,,,7.0
65,v3_CSM,CSM,2026-04-28 06:46:42+00,9.0,,,,,,,,,,10.0
68,v3_CSM,CSM,2026-05-07 07:30:03+00,7.0,,,,,,,,,,8.0
70,v3_CSM,CSM,2026-05-08 14:10:03+00,9.0,,,,,,,,,,9.0
71,v3_CSM,CSM,2026-05-11 10:00:26+00,4.0,,,,,,,,,,5.0
72,v3_CSM,CSM,2026-05-11 10:02:54+00,3.0,,,,,,,,,,4.0
77,v3_CSM,CSM,2026-05-11 10:05:03+00,6.0,,,,,,,,,,7.0
76,v3_CSM,CSM,2026-05-11 10:13:52+00,3.0,,,,,,,,,,3.0
73,v3_CSM,CSM,2026-05-11 10:16:52+00,3.0,,,,,,,,,,
78,v3_CSM,CSM,2026-05-11 10:17:32+00,4.0,,,,,,,,,,3.0
75,v3_CSM,CSM,2026-05-11 10:18:48+00,,,,,,,,,,,
80,v3_CSM,CSM,2026-05-11 10:27:05+00,3.0,,,,,,,,,,3.0
74,v3_CSM,CSM,2026-05-11 10:30:06+00,2.0,,,,,,,,,,3.0
81,v3_CSM,CSM,2026-05-11 10:36:29+00,4.0,,,,,,,,,,4.0
79,v3_CSM,CSM,2026-05-11 10:37:29+00,3.0,,,,,,,,,,3.0
82,v3_CSM,CSM,2026-05-11 10:39:27+00,2.0,,,,,,,,,,2.0
83,v3_CSM,CSM,2026-05-11 10:45:10+00,4.0,,,,,,,,,,2.0
84,v3_CSM,CSM,2026-05-11 11:02:35+00,4.0,,,,,,,,,,4.0
86,v3_CSM,CSM,2026-05-11 11:28:37+00,5.0,,,,,,,,,,7.0
85,v3_CSM,CSM,2026-05-11 11:37:15+00,6.0,,,,,,,,,,6.0
87,v3_CSM,CSM,2026-05-11 11:49:28+00,5.0,,,,,,,,,,2.0
88,v3_CSM,CSM,2026-05-11 12:27:02+00,2.0,,,,,,,,,,
91,v3_CSM,CSM,2026-05-11 14:43:17+00,3.0,,,,,,,,,,3.0
92,v3_CSM,CSM,2026-05-11 15:05:19+00,6.0,,,,,,,,,,7.0
93,v3_CSM,CSM,2026-05-12 11:55:59+00,8.0,,,,,,,,,,10.0
94,v3_CSM,CSM,2026-05-12 12:17:52+00,8.0,,,,,,,,,,8.0
95,v3_CSM,CSM,2026-05-12 13:28:30+00,6.0,,,,,,,,,,5.0
97,v3_CSM,CSM,2026-05-12 14:36:00+00,8.0,,,,,,,,,,7.0
99,v3_CSM,CSM,2026-05-12 15:36:32+00,9.0,,,,,,,,,,10.0
101,v3_CSM,CSM,2026-05-13 05:50:20+00,9.0,,,,,,,,,,10.0
102,v3_CSM,CSM,2026-05-13 07:54:13+00,8.0,,,,,,,,,,8.0
104,v3_CSM,CSM,2026-05-15 09:59:50+00,7.0,,,,,,,,,,7.0
105,v3_CSM,CSM,2026-05-18 11:21:59+00,7.0,,,,,,,,,,7.0
106,v3_CSM,CSM,2026-05-19 07:45:25+00,,,,,,,,,,,
108,v3_CSM,CSM,2026-05-20 07:11:15+00,8.0,,,,,,,,,,8.0
109,v3_CSM,CSM,2026-05-22 08:56:23+00,6.0,,,,,,,,,,7.0
24,v3_CSM,CSM,,,,,,,,,,,,
13,v3_CSM,CSM,,,,,,,,,,,,
12,v3_CSM,CSM,,,,,,,,,,,,
11,v3_CSM,CSM,,,,,,,,,,,,
17,v3_CSM,CSM,,,,,,,,,,,,
89,v3_CSM,CSM,,,,,,,,,,,,
90,v3_CSM,CSM,,,,,,,,,,,,
96,v3_CSM,CSM,,,,,,,,,,,,
98,v3_CSM,CSM,,,,,,,,,,,,
100,v3_CSM,CSM,,,,,,,,,,,,
103,v3_CSM,CSM,,8.0,,,,,,,,,,7.0
107,v3_CSM,CSM,,,,,,,,,,,,
38,v3_CSM,CSM,,,,,,,,,,,,
64,v3_CSM,CSM,,9.0,,,,,,,,,,10.0
62,v3_CSM,CSM,,,,,,,,,,,,
66,v3_CSM,CSM,,,,,,,,,,,,
67,v3_CSM,CSM,,,,,,,,,,,,
60,v3_CSM,CSM,,,,,,,,,,,,
69,v3_CSM,CSM,,9.0,,,,,,,,,,
58,v3_CSM,CSM,,,,,,,,,,,,
54,v3_CSM,CSM,,,,,,,,,,,,
53,v3_CSM,CSM,,,,,,,,,,,,
52,v3_CSM,CSM,,,,,,,,,,,,
48,v3_CSM,CSM,,,,,,,,,,,,
47,v3_CSM,CSM,,,,,,,,,,,,
41,v3_CSM,CSM,,,,,,,,,,,,
37,v3_CSM,CSM,,,,,,,,,,,,
36,v3_CSM,CSM,,,,,,,,,,,,
35,v3_CSM,CSM,,,,,,,,,,,,
63,v3_CSM,CSM,,9.0,,,,,,,,,,10.0
8,v3_SS,SelfService,2026-04-21 09:51:37+00,2.0,,,,,,,,,,2.0
9,v3_SS,SelfService,2026-04-21 12:36:01+00,7.0,,,,,,,,,,7.0
16,v3_SS,SelfService,2026-04-25 21:24:17+00,9.0,,,,,,,,,,2.0
19,v3_SS,SelfService,2026-05-02 10:55:59+00,3.0,,,,,,,,,,2.0
20,v3_SS,SelfService,2026-05-04 08:38:38+00,8.0,,,,,,,,,,7.0
21,v3_SS,SelfService,2026-05-04 09:51:01+00,8.0,,,,,,,,,,6.0
25,v3_SS,SelfService,2026-05-05 09:47:35+00,1.0,,,,,,,,,,1.0
33,v3_SS,SelfService,2026-05-08 10:13:23+00,5.0,,,,,,,,,,6.0
36,v3_SS,SelfService,2026-05-11 11:52:53+00,6.0,,,,,,,,,,7.0
37,v3_SS,SelfService,2026-05-12 07:54:29+00,7.0,,,,,,,,,,7.0
38,v3_SS,SelfService,2026-05-12 10:01:26+00,8.0,,,,,,,,,,7.0
40,v3_SS,SelfService,2026-05-15 17:50:28+00,3.0,,,,,,,,,,8.0
44,v3_SS,SelfService,2026-05-18 18:11:08+00,8.0,,,,,,,,,,9.0
52,v3_SS,SelfService,2026-05-25 15:10:44+00,2.0,,,,,,,,,,5.0
15,v3_SS,SelfService,,,,,,,,,,,,
14,v3_SS,SelfService,,,,,,,,,,,,
17,v3_SS,SelfService,,,,,,,,,,,,
18,v3_SS,SelfService,,,,,,,,,,,,
13,v3_SS,SelfService,,,,,,,,,,,,
12,v3_SS,SelfService,,,,,,,,,,,,
11,v3_SS,SelfService,,,,,,,,,,,,
22,v3_SS,SelfService,,,,,,,,,,,,
23,v3_SS,SelfService,,,,,,,,,,,,
24,v3_SS,SelfService,,,,,,,,,,,,
10,v3_SS,SelfService,,,,,,,,,,,,
26,v3_SS,SelfService,,,,,,,,,,,,
27,v3_SS,SelfService,,,,,,,,,,,,
28,v3_SS,SelfService,,,,,,,,,,,,
29,v3_SS,SelfService,,,,,,,,,,,,
30,v3_SS,SelfService,,,,,,,,,,,,
31,v3_SS,SelfService,,,,,,,,,,,,
32,v3_SS,SelfService,,,,,,,,,,,,
7,v3_SS,SelfService,,,,,,,,,,,,
34,v3_SS,SelfService,,,,,,,,,,,,
35,v3_SS,SelfService,,,,,,,,,,,,
6,v3_SS,SelfService,,,,,,,,,,,,
5,v3_SS,SelfService,,,,,,,,,,,,
4,v3_SS,SelfService,,,,,,,,,,,,
39,v3_SS,SelfService,,,,,,,,,,,,
3,v3_SS,SelfService,,,,,,,,,,,,
41,v3_SS,SelfService,,,,,,,,,,,,
42,v3_SS,SelfService,,,,,,,,,,,,
43,v3_SS,SelfService,,,,,,,,,,,,
2,v3_SS,SelfService,,,,,,,,,,,,
45,v3_SS,SelfService,,,,,,,,,,,,
46,v3_SS,SelfService,,,,,,,,,,,,
47,v3_SS,SelfService,,,,,,,,,,,,
48,v3_SS,SelfService,,,,,,,,,,,,
49,v3_SS,SelfService,,,,,,,,,,,,
50,v3_SS,SelfService,,,,,,,,,,,,
51,v3_SS,SelfService,,,,,,,,,,,,
1,v3_SS,SelfService,,,,,,,,,,,,
