id,insight,type,sourceTypes,source,userGroup,squads,features,country,status,mentions,quotes,notes,created,lastModified,sentiment,publisher,jira,isNew,unclassified,core_insight,insight_type,mention_count,source_label,customer_segment,affected_squads,affected_features,mentionHistory,statusHistory,qa_reviewed,qa_reviewed_at,featurebase_id,featurebase_board_id,featurebase_synced_at,featurebase_votes
112,The user doesn't want to see the interim results but only the final result.,General Feedback,Direct Feedback,2025_10_Beck_Feedback_Survey,Mixed,,,All,New – Not yet discussed,1,"""Was mir nicht gefällt ist, dass beim generieren des Ergebnisses bereits Textbausteine angezeigt werden. Ich fände es besser, wenn erst ein Text angezeigt wird, wenn das finale Ergebnis feststeht.""",,2025-10-15,2026-02-02,Negative,Beck Germany,,true,true,The user doesn't want to see the interim results but only the final result.,General Feedback,1,2025_10_Beck_Feedback_Survey,Mixed,,,"[{""date"": ""2026-06-22"", ""count"": 1, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
113,The user needs the most recent version of a source to be used instead of an outdated version.,General Feedback,Direct Feedback,"2025_10_Beck_Feedback_Survey, 2025_11_Beck_Feedback_Survey_2, Continous_Direct_Feedback_small_law_firm, Continous_Direct_Feedback_GovernmentInstitutions, Bayrische_Landesbank_042026, Direct_Feedback_2026_06, BayernLB_Feedback_2026_07, Halluzinationen",Mixed; Small Law Firm; Government Institutions; Publisher,AI Squad,,All,Identified - JIRA ticket exists,23,"| Recent case law even BGH partly not known (written form for rental agreements) | Jüngere Rechtsprechung und aktuelle Gesetzesstände nicht zuverlässig erkannt; Rückgriff auf veraltete Rechtsstände. | BayernLB 2026-07: ""In einzelnen Fällen wurden neue Gesetze oder jüngere Rechtsprechung teilweise nicht erkannt oder erst nach expliziter Nachfrage berücksichtigt."" | Halluzinationen 2026-07: ""warum muss ich Gesetze selbst bereitstellen, [wenn] ich [Publisher] nutze und teuer dafür bezahle?""",,2025-10-15,2026-07-10,Negative,Beck Germany,,false,true,The user needs the most recent version of a source to be used instead of an outdated version.,General Feedback,23,"2025_10_Beck_Feedback_Survey, 2025_11_Beck_Feedback_Survey_2, Continous_Direct_Feedback_small_law_firm, Continous_Direct_Feedback_GovernmentInstitutions, Bayrische_Landesbank_042026, Direct_Feedback_2026_06, BayernLB_Feedback_2026_07, Halluzinationen",Mixed; Small Law Firm; Government Institutions; Publisher,AI Squad,,"[{""date"": ""2026-06-22"", ""count"": 16, ""source"": ""baseline"", ""status"": ""Identified - JIRA ticket exists""}, {""count"": 18, ""date"": ""2026-06-29"", ""source"": ""feedback_batch_20260629"", ""status"": ""Identified - JIRA ticket exists""}, {""date"": ""2026-07-06"", ""count"": 19, ""source"": ""BayernLB_Feedback_2026_07"", ""status"": ""Identified - JIRA ticket exists""}, {""date"": ""2026-07-08"", ""count"": 22, ""source"": ""merged from ID 118 (+3)""}, {""date"": ""2026-07-10"", ""count"": 23, ""source"": ""Halluzinationen (Beck)"", ""status"": ""Identified - JIRA ticket exists""}]","[{""date"": ""2026-06-22"", ""status"": ""Identified - JIRA ticket exists""}]",,,,,,
114,The user needs to be able to compare different legislations easily.,Idea,Direct Feedback;Interview Study,"2025_10_Beck_Feedback_Survey,2026_02_Personas_Corporate",Mixed; Corporate Law Department,,Document Review,All,New – Not yet discussed,2,"""Automated evaluation of how old laws match the wording of the new one"" (Corporate Personas)",,2025-10-15,2026-05-01,Mixed,Beck Germany,,true,true,The user needs to be able to compare different legislations easily.,Idea,2,"2025_10_Beck_Feedback_Survey,2026_02_Personas_Corporate",Mixed; Corporate Law Department,,Document Review,"[{""date"": ""2026-06-22"", ""count"": 2, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
115,The user needs to be able to continue the chat even after longer times of inactivity.,General Feedback,Direct Feedback,2025_10_Beck_Feedback_Survey,Mixed,,,All,Implemented - a solution is released,4, | Chats are deleted after 2 weeks; The content of an open chat and previously uploaded files may be lost after a longer period of inactivity,,2025-10-15,2026-07-08,Negative,Beck Germany,,true,true,The user needs to be able to continue the chat even after longer times of inactivity.,General Feedback,4,2025_10_Beck_Feedback_Survey,Mixed,,,"[{""date"": ""2026-06-22"", ""count"": 3, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}, {""date"": ""2026-07-08"", ""count"": 4, ""source"": ""merged from ID 382 (+1)""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}, {""date"": ""2026-07-08"", ""status"": ""Implemented - a solution is released""}]",,,,,,
116,The user needs guidance in case of occuring errors in order to be able to understand what is going wrong.,Improvement,Direct Feedback;Workshop;Interview Study;Usability Testing,"2025_10_Beck_Feedback_Survey,202510-Canvas-Interview_Testing,Continous_Direct_Feedback_big_law_firm,2025_11_Zalando_Hackathon,2025_11_Personas_M_B_Lawfirms,Continous_Direct_Feedback_corporate,Direct_Feedback_2026_06",Mixed; Big Law Firm; Corporate Law Department,Platform Squad,Error Handling,All,Identified - JIRA ticket exists,15,"Fehlermeldung ""internal Error"" nicht weiterführend – Fehlercode hinterlegen?",,2025-10-15,2026-07-08,Negative,Beck Germany,,false,false,The user needs guidance in case of occuring errors in order to be able to understand what is going wrong.,Improvement,15,"2025_10_Beck_Feedback_Survey,202510-Canvas-Interview_Testing,Continous_Direct_Feedback_big_law_firm,2025_11_Zalando_Hackathon,2025_11_Personas_M_B_Lawfirms,Continous_Direct_Feedback_corporate,Direct_Feedback_2026_06",Mixed; Big Law Firm; Corporate Law Department,Platform Squad,Error Handling,"[{""date"": ""2026-06-22"", ""count"": 13, ""source"": ""baseline"", ""status"": ""Identified - JIRA ticket exists""}, {""count"": 14, ""date"": ""2026-06-29"", ""source"": ""feedback_batch_20260629"", ""status"": ""Identified - JIRA ticket exists""}, {""date"": ""2026-07-08"", ""count"": 15, ""source"": ""merged from ID 390 (+1)""}]","[{""date"": ""2026-06-22"", ""status"": ""Identified - JIRA ticket exists""}]",,,,,,
119,The user needs to be able to see which chat was about which topic in order to easily navigate to the right chat.,Missing Feature,Direct Feedback,"Continous_Direct_Feedback_corporate,2025_11_Beck_Feedback_Survey_2,Continous_Direct_Feedback_big_law_firm",Corporate Law Department; Mixed; Big Law Firm,Platform Squad,,All,Implemented - a solution is released,4,,,2025-10-16,2026-02-02,Negative,Beck Germany,,false,true,The user needs to be able to see which chat was about which topic in order to easily navigate to the right chat.,Missing Feature,4,"Continous_Direct_Feedback_corporate,2025_11_Beck_Feedback_Survey_2,Continous_Direct_Feedback_big_law_firm",Corporate Law Department; Mixed; Big Law Firm,Platform Squad,,"[{""date"": ""2026-06-22"", ""count"": 4, ""source"": ""baseline"", ""status"": ""Implemented - a solution is released""}]","[{""date"": ""2026-06-22"", ""status"": ""Implemented - a solution is released""}]",,,,,,
120,"The user needs a date/time tracker for the product in order to work on cases, where time matters.",Missing Feature,Direct Feedback;Interview Study,"Continous_Direct_Feedback_corporate,Continous_Direct_Feedback_big_law_firm,2026_02_Personas_Corporate",Corporate Law Department; Big Law Firm,AI Squad,,All,Identified - JIRA ticket exists,4,"""It should know today is 19.2.26 and assume the question refers to today's legal situation"" (Corporate Personas) | No awareness of current time status ('Today is...')",,2025-10-17,2026-07-08,Negative,,,true,true,"The user needs a date/time tracker for the product in order to work on cases, where time matters.",Missing Feature,4,"Continous_Direct_Feedback_corporate,Continous_Direct_Feedback_big_law_firm,2026_02_Personas_Corporate",Corporate Law Department; Big Law Firm,AI Squad,,"[{""date"": ""2026-06-22"", ""count"": 4, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}, {""date"": ""2026-07-08"", ""status"": ""Identified - JIRA ticket exists""}]",,,6a512190926d6521f6453078,,2026-07-10T17:25:29.907765Z,4
121,User wants to upload a whole folder with many documents in it - into the Matrix Analysis.,Improvement,Direct Feedback,Continous_Direct_Feedback_big_law_firm,Big Law Firm,,Matrix Analysis,All,Identified - JIRA ticket exists,2,,,2025-10-20,2026-08-10,Negative,,,true,true,User wants to upload a whole folder with many documents in it - into the Matrix Analysis.,Improvement,2,Continous_Direct_Feedback_big_law_firm,Big Law Firm,,Matrix Analysis,"[{""date"": ""2026-06-22"", ""count"": 2, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}, {""date"": ""2026-07-08"", ""status"": ""Identified - JIRA ticket exists""}]",,,6a5e254a29a2dbaa970a37ad,,2026-07-20T13:40:26.593981Z,2
122,The user wants to be able to ask questions back and further process created matrices in the chat.,Improvement,Direct Feedback;Online Survey,"Continous_Direct_Feedback_big_law_firm,Continous_Direct_Feedback_corporate,2026_Feedback_Survey_3",Big Law Firm; Corporate Law Department; Mixed,,Matrix Analysis,All,Identified - JIRA ticket exists,5,,,2025-10-20,2026-08-10,Negative,,,false,true,The user wants to be able to ask questions back and further process created matrices in the chat.,Improvement,5,"Continous_Direct_Feedback_big_law_firm,Continous_Direct_Feedback_corporate,2026_Feedback_Survey_3",Big Law Firm; Corporate Law Department; Mixed,,Matrix Analysis,"[{""date"": ""2026-06-22"", ""count"": 5, ""source"": ""baseline"", ""status"": ""Identified - JIRA ticket exists""}]","[{""date"": ""2026-06-22"", ""status"": ""Identified - JIRA ticket exists""}]",,,,,,
124,The user needs to be able to create new criteria and matrices in Matrix Analysis quickly and easily.,General Feedback,Direct Feedback,2025_10_Beck_Feedback_Survey,Mixed,,Matrix Analysis,All,Well done - positive feedback outweighs negative,2,,before Agentic,2025-10-20,2026-08-10,Negative,Beck Germany,,false,true,The user needs to be able to create new criteria and matrices in Matrix Analysis quickly and easily.,General Feedback,2,2025_10_Beck_Feedback_Survey,Mixed,,Matrix Analysis,"[{""date"": ""2026-06-22"", ""count"": 2, ""source"": ""baseline"", ""status"": ""Well done - positive feedback outweighs negative""}]","[{""date"": ""2026-06-22"", ""status"": ""Well done - positive feedback outweighs negative""}]",,,,,,
126,The user needs Matrix Analysis to evaluate large amounts of data simultaneously with speed and efficiency.,General Feedback,Direct Feedback,2025_10_Beck_Feedback_Survey,Mixed,,Matrix Analysis,All,Well done - positive feedback outweighs negative,5,You can easily put together evaluation criteria for contracts and then evaluate contracts en masse. The nice thing is that you can create self-explanatory criteria.,,2025-10-20,2026-08-10,Negative,Beck Germany,,false,true,The user needs Matrix Analysis to evaluate large amounts of data simultaneously with speed and efficiency.,General Feedback,5,2025_10_Beck_Feedback_Survey,Mixed,,Matrix Analysis,"[{""date"": ""2026-06-22"", ""count"": 5, ""source"": ""baseline"", ""status"": ""Well done - positive feedback outweighs negative""}]","[{""date"": ""2026-06-22"", ""status"": ""Well done - positive feedback outweighs negative""}]",,,,,,
127,"The user expects an easy to understand interface for the Matrix, with appropriate sizing of input fields and self-explanatory guidance through the UI.",Improvement,Direct Feedback,"2025_10_Beck_Feedback_Survey,Continous_Direct_Feedback_corporate,2025_11_Beck_Feedback_Survey_2",Mixed; Corporate Law Department,,Matrix Analysis,All,Identified - JIRA ticket exists,6," ""Die Eingabe der Aufgaben-Stellung ist nicht komfortabel. Das Fenster hierfür ist einfach zu klein gestaltet. Die Matrix-Funktion empfand ich als nicht ansprechend gestaltet.""

""Eindeutig nicht gelungen ist die geringe Übersichtlichkeit. Die Eingabefenster haben ""SMS-Größe"". Das Feature an sich ist gut durchdacht, muss aber optisch noch deutlich aufgebessert werden. Stichwort Benutzeroberfläche.""",before Agentic,2025-10-20,2026-08-10,Negative,Beck Germany,,false,true,"The user expects an easy to understand interface for the Matrix, with appropriate sizing of input fields and self-explanatory guidance through the UI.",Improvement,6,"2025_10_Beck_Feedback_Survey,Continous_Direct_Feedback_corporate,2025_11_Beck_Feedback_Survey_2",Mixed; Corporate Law Department,,Matrix Analysis,"[{""date"": ""2026-06-22"", ""count"": 6, ""source"": ""baseline"", ""status"": ""Identified - JIRA ticket exists""}]","[{""date"": ""2026-06-22"", ""status"": ""Identified - JIRA ticket exists""}]",,,,,,
128,The user needs upload times in Matrix Analysis to be reliably fast and always return a result.,Improvement,Direct Feedback,2025_10_Beck_Feedback_Survey,Mixed,,Matrix Analysis,All,New – Not yet discussed,2,,before Agentic,2025-10-20,2026-08-10,Negative,Beck Germany,,true,true,The user needs upload times in Matrix Analysis to be reliably fast and always return a result.,Improvement,2,2025_10_Beck_Feedback_Survey,Mixed,,Matrix Analysis,"[{""date"": ""2026-06-22"", ""count"": 2, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,6a5a7b8c9cf794746ea846ce,,2026-07-20T13:40:30.590465Z,2
129,"The user needs Matrix Analysis results to be reliable and expects the tool to handle law updates clearly, without requiring manual review.",Improvement,Direct Feedback,2025_10_Beck_Feedback_Survey,Mixed,,Matrix Analysis,All,New – Not yet discussed,2,,before Agentic,2025-10-20,2026-08-10,Negative,Beck Germany,,true,true,"The user needs Matrix Analysis results to be reliable and expects the tool to handle law updates clearly, without requiring manual review.",Improvement,2,2025_10_Beck_Feedback_Survey,Mixed,,Matrix Analysis,"[{""date"": ""2026-06-22"", ""count"": 2, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
130,The user needs Matrix Analysis to apply consistent logic between columns and across rows.,Improvement,Direct Feedback,2025_10_Beck_Feedback_Survey,Mixed,,Matrix Analysis,All,New – Not yet discussed,1,,,2025-10-20,2026-08-10,Negative,Beck Germany,,true,true,The user needs Matrix Analysis to apply consistent logic between columns and across rows.,Improvement,1,2025_10_Beck_Feedback_Survey,Mixed,,Matrix Analysis,"[{""date"": ""2026-06-22"", ""count"": 1, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
132,The users want higher recognition rate of relevant information within uploaded documents.,General Feedback,Direct Feedback,"2025_10_Beck_Feedback_Survey,2025_11_Beck_Feedback_Survey_2",Mixed,,Matrix Analysis,All,Identified - JIRA ticket exists,7,Recognition rate of relevant information and processing speed below the competition (especially Legora) and our internal system,preAgentic,2025-10-20,2026-08-10,Negative,Beck Germany,,false,true,The users want higher recognition rate of relevant information within uploaded documents.,General Feedback,7,"2025_10_Beck_Feedback_Survey,2025_11_Beck_Feedback_Survey_2",Mixed,,Matrix Analysis,"[{""date"": ""2026-06-22"", ""count"": 5, ""source"": ""baseline"", ""status"": ""Identified - JIRA ticket exists""}, {""date"": ""2026-07-08"", ""count"": 7, ""source"": ""merged from ID 455 (+2)""}]","[{""date"": ""2026-06-22"", ""status"": ""Identified - JIRA ticket exists""}]",,,6a5a7b8fc99d8a14aed4715b,,2026-07-20T13:40:32.591998Z,7
133,The user wants to be able to set up a workflow that compares a document in the Canvas with an uploaded document and trigger changes so that both of them are matching.,Missing Feature,Direct Feedback;Interview Study,"Continous_Direct_Feedback_corporate,2026_02_Personas_Corporate",Corporate Law Department,Drafting Squad,Canvas,All,Identified - JIRA ticket exists,5,"""Compare and produce Word/PDF markup directly in one file with the changes visible"" (Corporate Personas)",,2025-10-24,2026-07-08,Negative,,,true,false,The user wants to be able to set up a workflow that compares a document in the Canvas with an uploaded document and trigger changes so that both of them are matching.,Missing Feature,5,"Continous_Direct_Feedback_corporate,2026_02_Personas_Corporate",Corporate Law Department,Drafting Squad,Canvas,"[{""date"": ""2026-06-22"", ""count"": 5, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}, {""date"": ""2026-07-08"", ""status"": ""Identified - JIRA ticket exists""}]",,,6a512194926d6521f6453727,,2026-07-10T17:25:31.033951Z,5
134,"The user doesn't want to have to differentiate beforehand between Canvas and Chat, but being able to open the canvas retrospectively for interactive editing, when they want to change sections and or do manual editing.",General Feedback,Direct Feedback,"Continous_Direct_Feedback_big_law_firm,Direct_Feedback_2026_06",Big Law Firm,Drafting Squad,Canvas,All,Implemented - a solution is released,2,Editor umständlich: warum ist Öffnen erforderlich? Warum merkt er das nicht?,,2025-10-29,2026-07-08,Negative,,,true,false,"The user doesn't want to have to differentiate beforehand between Canvas and Chat, but being able to open the canvas retrospectively for interactive editing, when they want to change sections and or do manual editing.",General Feedback,2,"Continous_Direct_Feedback_big_law_firm,Direct_Feedback_2026_06",Big Law Firm,Drafting Squad,Canvas,"[{""date"": ""2026-06-22"", ""count"": 1, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}, {""count"": 2, ""date"": ""2026-06-29"", ""source"": ""feedback_batch_20260629"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}, {""date"": ""2026-07-08"", ""status"": ""Implemented - a solution is released""}]",,,,,,
135,User want to be able to insert line breaks in prompts easily with one click.,Improvement,Usability Testing,202510-Canvas-Interview_Testing,Mixed,Platform Squad,Prompting,All,New – Not yet discussed,2,,,2025-11-03,2026-02-02,Negative,,,true,false,User want to be able to insert line breaks in prompts easily with one click.,Improvement,2,202510-Canvas-Interview_Testing,Mixed,Platform Squad,Prompting,"[{""date"": ""2026-06-22"", ""count"": 2, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
136,Users want to be able to ask questions to specific sections & prompt changes based on specific sections.,Missing Feature,Usability Testing,202510-Canvas-Interview_Testing,Mixed,Drafting Squad,Canvas,All,Implemented - a solution is released,12,,,2025-11-04,2026-02-02,Negative,,,false,false,Users want to be able to ask questions to specific sections & prompt changes based on specific sections.,Missing Feature,12,202510-Canvas-Interview_Testing,Mixed,Drafting Squad,Canvas,"[{""date"": ""2026-06-22"", ""count"": 12, ""source"": ""baseline"", ""status"": ""Implemented - a solution is released""}]","[{""date"": ""2026-06-22"", ""status"": ""Implemented - a solution is released""}]",,,,,,
137,The user needs the compare-changes feature to be intuitive and its icon to be self-explanatory.,Improvement,Usability Testing,202510-Canvas-Interview_Testing,Mixed,Drafting Squad,Canvas,All,Implemented - a solution is released,2,,,2025-11-04,2026-07-09,Negative,,,true,false,The user needs the compare-changes feature to be intuitive and its icon to be self-explanatory.,Improvement,2,202510-Canvas-Interview_Testing,Mixed,Drafting Squad,Canvas,"[{""date"": ""2026-06-22"", ""count"": 2, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}, {""date"": ""2026-07-08"", ""status"": ""Implemented - a solution is released""}]",,,,,,
138,Users want the ability to turn on/off numbering in a document.,Idea,Usability Testing,202510-Canvas-Interview_Testing,Mixed,Drafting Squad,Canvas;Word-Add-In,All,Implemented - a solution is released,1,,,2025-11-04,2026-07-08,Mixed,,,true,false,Users want the ability to turn on/off numbering in a document.,Idea,1,202510-Canvas-Interview_Testing,Mixed,Drafting Squad,Canvas;Word-Add-In,"[{""date"": ""2026-06-22"", ""count"": 1, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}, {""date"": ""2026-07-08"", ""status"": ""Implemented - a solution is released""}]",,,,,,
139,Users want to be able to mark up (color highlights) documents for clarity and emphasis.,Idea,Usability Testing,202510-Canvas-Interview_Testing,Mixed,Drafting Squad,Canvas;Word-Add-In,All,New – Not yet discussed,2,,,2025-11-04,2026-02-02,Mixed,,,true,false,Users want to be able to mark up (color highlights) documents for clarity and emphasis.,Idea,2,202510-Canvas-Interview_Testing,Mixed,Drafting Squad,Canvas;Word-Add-In,"[{""date"": ""2026-06-22"", ""count"": 2, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
140,Users expect the Editor to open automatically when a draft is prompted.,Improvement,Direct Feedback;Usability Testing,"202510-Canvas-Interview_Testing,Continous_Direct_Feedback_corporate,Continous_Direct_Feedback_big_law_firm,Direct_Feedback_2026_06,Lime Survey questionaire",Mixed; Corporate Law Department; Big Law Firm,Drafting Squad;Platform Squad,Canvas,All,Identified - JIRA ticket exists,14,"Oh, so I have to open Canvas here first, or does it happen automatically? 
 | Editor umständlich: warum ist Öffnen erforderlich? Warum merkt er das nicht? | [Lime Survey 2026-07-23, RID 143]: ""wenn es notwendig ist, dass der editor geöffnet ist, sollte dies automatisch geschehen. wenn es heißt ""bitte öffnen sie den editor"", dann funktioniert es im folgenden schon meist nicht mehr. das ist etwas krampfig. ebenso, dass sich im edit…""","Merged ID 486. Post-implementation feedback (Lime Survey 2026-07-23, RID 143) reports the manual open-editor step still breaks the workflow after 'Implemented'; status reopened to 'New – Not yet discussed' on 2026-07-24.",2025-11-04,2026-07-24,Negative,,,false,false,Users expect the Editor to open automatically when a draft is prompted.,Improvement,14,"202510-Canvas-Interview_Testing,Continous_Direct_Feedback_corporate,Continous_Direct_Feedback_big_law_firm,Direct_Feedback_2026_06,Lime Survey questionaire",Mixed; Corporate Law Department; Big Law Firm,Drafting Squad;Platform Squad,Canvas,"[{""date"": ""2026-06-22"", ""count"": 8, ""source"": ""baseline"", ""status"": ""Implemented - a solution is released""}, {""count"": 9, ""date"": ""2026-06-29"", ""source"": ""feedback_batch_20260629"", ""status"": ""Implemented - a solution is released""}, {""date"": ""2026-07-24"", ""count"": 14, ""source"": ""merged from ID 486 (duplicate-check consolidation) (+5)"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""Implemented - a solution is released""}, {""date"": ""2026-07-24"", ""status"": ""New – Not yet discussed""}, {""date"": ""2026-08-10"", ""status"": ""Identified - JIRA ticket exists""}]",,,,,,
141,The users struggle and wish for help when interacting with the canvas.,Missing Feature,Direct Feedback;Usability Testing,"202510-Canvas-Interview_Testing,2025_11_Beck_Feedback_Survey_2,2025_10_Beck_Feedback_Survey,Continous_Direct_Feedback_corporate",Mixed; Corporate Law Department,Platform Squad;Marketing,Onboarding;Academy,All,Implemented - a solution is released,15,,,2025-11-04,2026-07-08,Negative,Beck Germany,,false,false,The users struggle and wish for help when interacting with the canvas.,Missing Feature,15,"202510-Canvas-Interview_Testing,2025_11_Beck_Feedback_Survey_2,2025_10_Beck_Feedback_Survey,Continous_Direct_Feedback_corporate",Mixed; Corporate Law Department,Platform Squad;Marketing,Onboarding;Academy,"[{""date"": ""2026-06-22"", ""count"": 15, ""source"": ""baseline"", ""status"": ""Well done - positive feedback outweighs negative""}]","[{""date"": ""2026-06-22"", ""status"": ""Well done - positive feedback outweighs negative""}, {""date"": ""2026-07-08"", ""status"": ""Implemented - a solution is released""}]",,,,,,
142,"User highlight that, familiar document editing and review features (like e.g. tracked changes) are important for adoption of the Editor.",General Feedback,Usability Testing,202510-Canvas-Interview_Testing,Mixed,Drafting Squad,Canvas,All,Well done - positive feedback outweighs negative,4,,,2025-11-04,2026-07-08,Negative,,,false,false,"User highlight that, familiar document editing and review features (like e.g. tracked changes) are important for adoption of the Editor.",General Feedback,4,202510-Canvas-Interview_Testing,Mixed,Drafting Squad,Canvas,"[{""date"": ""2026-06-22"", ""count"": 4, ""source"": ""baseline"", ""status"": ""Well done - positive feedback outweighs negative""}]","[{""date"": ""2026-06-22"", ""status"": ""Well done - positive feedback outweighs negative""}]",,,,,,
143,The users would like to be able to store prompts and share with other users for usage.,Missing Feature,Direct Feedback;Usability Testing,"202510-Canvas-Interview_Testing,Continous_Direct_Feedback_big_law_firm,Continous_Direct_Feedback_Distribution",Mixed; Big Law Firm; Distribution Department,Platform Squad,Templates,All,Implemented - a solution is released,8,,,2025-11-04,2026-07-08,Negative,,,false,false,The users would like to be able to store prompts and share with other users for usage.,Missing Feature,8,"202510-Canvas-Interview_Testing,Continous_Direct_Feedback_big_law_firm,Continous_Direct_Feedback_Distribution",Mixed; Big Law Firm; Distribution Department,Platform Squad,Templates,"[{""date"": ""2026-06-22"", ""count"": 8, ""source"": ""baseline"", ""status"": ""Planned for development""}]","[{""date"": ""2026-06-22"", ""status"": ""Planned for development""}, {""date"": ""2026-07-08"", ""status"": ""Implemented - a solution is released""}]",,,,,,
144,The users expect the tool to seamlessly integrate into their current text editing tools (i.e. word).,Improvement,Direct Feedback;Interview Study;Usability Testing;Survey,"202510-Canvas-Interview_Testing,Continous_Direct_Feedback_corporate,2025_11_Personas_M_B_Lawfirms; Lime Survey Questionaire (feedback_batch_20260724)",Mixed; Corporate Law Department; Big Law Firm,Drafting Squad,Word-Add-In,All,Implemented - a solution is released,32,"[Lime Survey 2026-07-23, RID 216]: ""Es wäre eine enorme Zeitersparnis, wenn im Editor wie bei anderen Anbietern auch, die Änderungen direkt im Originalformat im Änderungsmodus vorgenommen werden würden. Das spart die mühsame […] time: 82.77""; ""[Word-Add-In] in Word an sich ist schonmal gut, es vermindert Produktivitätsverluste zwischen einzelnen Tools hin und her wechseln zu müssen"" (Lime Survey 2026-07-24, RID 39)",,2025-11-04,2026-07-24,Negative,,,false,false,The users expect the tool to seamlessly integrate into their current text editing tools (i.e. word).,Improvement,32,"202510-Canvas-Interview_Testing,Continous_Direct_Feedback_corporate,2025_11_Personas_M_B_Lawfirms; Lime Survey Questionaire (feedback_batch_20260724)",Mixed; Corporate Law Department; Big Law Firm,Drafting Squad,Word-Add-In,"[{""date"": ""2026-06-22"", ""count"": 25, ""source"": ""baseline"", ""status"": ""Implemented - a solution is released""}, {""date"": ""2026-07-08"", ""count"": 26, ""source"": ""merged from ID 85 (+1)""}, {""date"": ""2026-07-23"", ""count"": 31, ""source"": ""feedback_batch_20260723 (Editor/Canvas survey) (+5)"", ""status"": ""Implemented - a solution is released""}, {""date"": ""2026-07-24"", ""count"": 32, ""source"": ""feedback_batch_20260724"", ""status"": ""Implemented - a solution is released""}]","[{""date"": ""2026-06-22"", ""status"": ""Implemented - a solution is released""}]",,,,,,
145,"The users would like to see the content mapped to specific pages, i.e. page breaks and page numbering.",Improvement,Usability Testing,202510-Canvas-Interview_Testing,Mixed,Drafting Squad,Canvas,All,New – Not yet discussed,2,,,2025-11-04,2026-02-02,Negative,,,true,false,"The users would like to see the content mapped to specific pages, i.e. page breaks and page numbering.",Improvement,2,202510-Canvas-Interview_Testing,Mixed,Drafting Squad,Canvas,"[{""date"": ""2026-06-22"", ""count"": 2, ""source"": ""baseline"", ""status"": ""New – Not yet discussed""}]","[{""date"": ""2026-06-22"", ""status"": ""New – Not yet discussed""}]",,,,,,
146,The users appreciate that the export keeps the tracked changes just like in word.,General Feedback,Usability Testing,202510-Canvas-Interview_Testing,Mixed,Drafting Squad,Canvas;Document Download,All,Well done - positive feedback outweighs negative,24,"[2026-07-22] ""Das man das word-dokument runterladen konnte. Und das man Änderungen einzeln annehmen und ablehnen konnte."" (SELF 54) | [Lime Survey 2026-07-23, RID 49]: ""Dass man grds. die Änderungen sieht und wie bei Word annehmen/ablehnen kann. Somit sieht man gleich, was geändert wurde.""",,2025-11-04,2026-07-23,Positive,,,false,false,The users appreciate that the export keeps the tracked changes just like in word.,General Feedback,24,202510-Canvas-Interview_Testing,Mixed,Drafting Squad,Canvas;Document Download,"[{""date"": ""2026-06-22"", ""count"": 7, ""source"": ""baseline"", ""status"": ""Well done - positive feedback outweighs negative""}, {""date"": ""2026-07-22"", ""count"": 8, ""source"": ""feedback_batch_20260722"", ""status"": ""Well done - positive feedback outweighs negative""}, {""date"": ""2026-07-23"", ""count"": 24, ""source"": ""feedback_batch_20260723 (Editor/Canvas survey) (+16)"", ""status"": ""Well done - positive feedback outweighs negative""}]","[{""date"": ""2026-06-22"", ""status"": ""Well done - positive feedback outweighs negative""}]",,,,,,
